,Hostname,Application,Utilization(bps),Timestamp
114902,vdevice-host-name,dns,87.5,10-02-2019 16:55
114906,vdevice-host-name,dns,101.75,10-02-2019 17:00
114927,vdevice-host-name,dns,328.25,10-02-2019 17:05
114951,vdevice-host-name,dns,143,10-02-2019 17:10
114977,vdevice-host-name,dns,567.25,10-02-2019 17:15
114988,vdevice-host-name,dns,421.875,10-02-2019 17:20
115000,vdevice-host-name,dns,35,10-02-2019 17:25
115022,vdevice-host-name,dns,52.5,10-02-2019 17:30
115051,vdevice-host-name,dns,532.125,10-02-2019 17:35
115074,vdevice-host-name,dns,163.25,10-02-2019 17:40
115076,vdevice-host-name,dns,488.5,10-02-2019 17:45
115100,vdevice-host-name,dns,325,10-02-2019 17:50
115129,vdevice-host-name,dns,91.25,10-02-2019 17:55
115144,vdevice-host-name,dns,105,10-02-2019 18:00
115168,vdevice-host-name,dns,174.75,10-02-2019 18:05
115175,vdevice-host-name,dns,240.75,10-02-2019 18:10
115198,vdevice-host-name,dns,500.5,10-02-2019 18:15
115215,vdevice-host-name,dns,616.375,10-02-2019 18:20
115245,vdevice-host-name,dns,105,10-02-2019 18:25
115254,vdevice-host-name,dns,128.25,10-02-2019 18:30
115266,vdevice-host-name,dns,245.125,10-02-2019 18:35
115295,vdevice-host-name,dns,270,10-02-2019 18:40
115309,vdevice-host-name,dns,533.25,10-02-2019 18:45
115328,vdevice-host-name,dns,430,10-02-2019 18:50
115351,vdevice-host-name,dns,105,10-02-2019 18:55
115370,vdevice-host-name,dns,180.75,10-02-2019 19:00
115396,vdevice-host-name,dns,101.75,10-02-2019 19:05
115401,vdevice-host-name,dns,252.5,10-02-2019 19:10
115418,vdevice-host-name,dns,572.25,10-02-2019 19:15
115445,vdevice-host-name,dns,555.875,10-02-2019 19:20
115469,vdevice-host-name,dns,779.375,10-02-2019 19:25
115491,vdevice-host-name,dns,128.25,10-02-2019 19:30
115499,vdevice-host-name,dns,371.125,10-02-2019 19:35
115519,vdevice-host-name,dns,401,10-02-2019 19:40
115537,vdevice-host-name,dns,502.25,10-02-2019 19:45
115552,vdevice-host-name,dns,325,10-02-2019 19:50
115574,vdevice-host-name,dns,70,10-02-2019 19:55
115599,vdevice-host-name,dns,128.25,10-02-2019 20:00
115620,vdevice-host-name,dns,276.75,10-02-2019 20:05
115642,vdevice-host-name,dns,217.5,10-02-2019 20:10
115655,vdevice-host-name,dns,596.25,10-02-2019 20:15
115680,vdevice-host-name,dns,558.625,10-02-2019 20:20
115697,vdevice-host-name,dns,105,10-02-2019 20:25
115704,vdevice-host-name,dns,110.75,10-02-2019 20:30
115726,vdevice-host-name,dns,318.125,10-02-2019 20:35
115745,vdevice-host-name,dns,328,10-02-2019 20:40
115775,vdevice-host-name,dns,686.75,10-02-2019 20:45
115796,vdevice-host-name,dns,398,10-02-2019 20:50
115801,vdevice-host-name,dns,70,10-02-2019 20:55
115828,vdevice-host-name,dns,87.5,10-02-2019 21:00
115846,vdevice-host-name,dns,142.5,10-02-2019 21:05
115864,vdevice-host-name,dns,360.5,10-02-2019 21:10
115874,vdevice-host-name,dns,534,10-02-2019 21:15
115893,vdevice-host-name,dns,447.875,10-02-2019 21:20
115921,vdevice-host-name,dns,110.75,10-02-2019 21:25
115946,vdevice-host-name,dns,178,10-02-2019 21:30
115959,vdevice-host-name,dns,245.125,10-02-2019 21:35
115973,vdevice-host-name,dns,240.75,10-02-2019 21:40
115991,vdevice-host-name,dns,469.5,10-02-2019 21:45
116011,vdevice-host-name,dns,325,10-02-2019 21:50
116027,vdevice-host-name,dns,128.25,10-02-2019 21:55
116062,vdevice-host-name,dns,87.5,10-02-2019 22:00
116073,vdevice-host-name,dns,105,10-02-2019 22:05
116094,vdevice-host-name,dns,290,10-02-2019 22:10
116107,vdevice-host-name,dns,508.5,10-02-2019 22:15
116126,vdevice-host-name,dns,416.125,10-02-2019 22:20
116141,vdevice-host-name,dns,233,10-02-2019 22:25
116171,vdevice-host-name,dns,52.5,10-02-2019 22:30
116180,vdevice-host-name,dns,268.875,10-02-2019 22:35
116200,vdevice-host-name,dns,325,10-02-2019 22:40
116222,vdevice-host-name,dns,619.5,10-02-2019 22:45
116246,vdevice-host-name,dns,363.25,10-02-2019 22:50
116260,vdevice-host-name,dns,125,10-02-2019 22:55
116287,vdevice-host-name,dns,195.5,10-02-2019 23:00
116306,vdevice-host-name,dns,157.5,10-02-2019 23:05
116322,vdevice-host-name,dns,342.5,10-02-2019 23:10
116329,vdevice-host-name,dns,556,10-02-2019 23:15
116350,vdevice-host-name,dns,381.125,10-02-2019 23:20
116369,vdevice-host-name,dns,125,10-02-2019 23:25
116402,vdevice-host-name,dns,105,10-02-2019 23:30
116416,vdevice-host-name,dns,213.375,10-02-2019 23:35
116432,vdevice-host-name,dns,290,10-02-2019 23:40
116457,vdevice-host-name,dns,469.5,10-02-2019 23:45
116466,vdevice-host-name,dns,328.25,10-02-2019 23:50
116499,vdevice-host-name,dns,160,10-02-2019 23:55
116511,vdevice-host-name,dns,87.5,11-02-2019 0:00
116520,vdevice-host-name,dns,210,11-02-2019 0:05
116554,vdevice-host-name,dns,290,11-02-2019 0:10
116566,vdevice-host-name,dns,599.5,11-02-2019 0:15
116589,vdevice-host-name,dns,401.375,11-02-2019 0:20
116599,vdevice-host-name,dns,125,11-02-2019 0:25
116625,vdevice-host-name,dns,52.5,11-02-2019 0:30
116646,vdevice-host-name,dns,359.375,11-02-2019 0:35
116661,vdevice-host-name,dns,465,11-02-2019 0:40
116676,vdevice-host-name,dns,516.5,11-02-2019 0:45
116694,vdevice-host-name,dns,52.5,11-02-2019 0:50
116717,vdevice-host-name,dns,348.25,11-02-2019 0:55
116734,vdevice-host-name,dns,122.5,11-02-2019 1:00
116749,vdevice-host-name,dns,178,11-02-2019 1:05
116782,vdevice-host-name,dns,284.25,11-02-2019 1:10
116802,vdevice-host-name,dns,565.75,11-02-2019 1:15
116820,vdevice-host-name,dns,454.125,11-02-2019 1:20
116825,vdevice-host-name,dns,189.25,11-02-2019 1:25
116849,vdevice-host-name,dns,148.75,11-02-2019 1:30
116872,vdevice-host-name,dns,347.375,11-02-2019 1:35
116886,vdevice-host-name,dns,307.25,11-02-2019 1:40
116912,vdevice-host-name,dns,492.75,11-02-2019 1:45
116918,vdevice-host-name,dns,345.75,11-02-2019 1:50
116952,vdevice-host-name,dns,171.75,11-02-2019 1:55
116960,vdevice-host-name,dns,52.5,11-02-2019 2:00
116983,vdevice-host-name,dns,303.25,11-02-2019 2:05
117009,vdevice-host-name,dns,354.25,11-02-2019 2:10
117014,vdevice-host-name,dns,532,11-02-2019 2:15
117037,vdevice-host-name,dns,474.375,11-02-2019 2:20
117063,vdevice-host-name,dns,84.25,11-02-2019 2:25
117085,vdevice-host-name,dns,140,11-02-2019 2:30
117104,vdevice-host-name,dns,306.625,11-02-2019 2:35
117124,vdevice-host-name,dns,459.25,11-02-2019 2:40
117138,vdevice-host-name,dns,567,11-02-2019 2:45
117153,vdevice-host-name,dns,477.75,11-02-2019 2:50
117175,vdevice-host-name,dns,101.75,11-02-2019 2:55
117197,vdevice-host-name,dns,87.5,11-02-2019 3:00
117209,vdevice-host-name,dns,75.75,11-02-2019 3:05
117238,vdevice-host-name,dns,284.25,11-02-2019 3:10
117249,vdevice-host-name,dns,516,11-02-2019 3:15
117274,vdevice-host-name,dns,363.625,11-02-2019 3:20
117285,vdevice-host-name,dns,198.25,11-02-2019 3:25
117306,vdevice-host-name,dns,119.25,11-02-2019 3:30
117319,vdevice-host-name,dns,391.375,11-02-2019 3:35
117349,vdevice-host-name,dns,363.25,11-02-2019 3:40
117372,vdevice-host-name,dns,565.75,11-02-2019 3:45
117380,vdevice-host-name,dns,345.75,11-02-2019 3:50
117402,vdevice-host-name,dns,323.5,11-02-2019 3:55
117418,vdevice-host-name,dns,154.25,11-02-2019 4:00
117438,vdevice-host-name,dns,157.5,11-02-2019 4:05
117463,vdevice-host-name,dns,217.5,11-02-2019 4:10
117480,vdevice-host-name,dns,600,11-02-2019 4:15
117502,vdevice-host-name,dns,321.375,11-02-2019 4:20
117508,vdevice-host-name,dns,252.25,11-02-2019 4:25
117528,vdevice-host-name,dns,317.5,11-02-2019 4:30
117545,vdevice-host-name,dns,426.375,11-02-2019 4:35
117577,vdevice-host-name,dns,270,11-02-2019 4:40
117590,vdevice-host-name,dns,660.5,11-02-2019 4:45
117604,vdevice-host-name,dns,415.75,11-02-2019 4:50
117631,vdevice-host-name,dns,140,11-02-2019 4:55
117642,vdevice-host-name,dns,195,11-02-2019 5:00
117670,vdevice-host-name,dns,195.5,11-02-2019 5:05
117678,vdevice-host-name,dns,448,11-02-2019 5:10
117707,vdevice-host-name,dns,750,11-02-2019 5:15
117721,vdevice-host-name,dns,486.125,11-02-2019 5:20
117735,vdevice-host-name,dns,140,11-02-2019 5:25
117764,vdevice-host-name,dns,413.5,11-02-2019 5:30
117790,vdevice-host-name,dns,449.625,11-02-2019 5:35
117797,vdevice-host-name,dns,252.5,11-02-2019 5:40
117814,vdevice-host-name,dns,646.75,11-02-2019 5:45
117848,vdevice-host-name,dns,369,11-02-2019 5:50
117859,vdevice-host-name,dns,140,11-02-2019 5:55
117870,vdevice-host-name,dns,101.75,11-02-2019 6:00
117897,vdevice-host-name,dns,198.25,11-02-2019 6:05
117921,vdevice-host-name,dns,305,11-02-2019 6:10
117939,vdevice-host-name,dns,539.25,11-02-2019 6:15
117958,vdevice-host-name,dns,527.375,11-02-2019 6:20
117975,vdevice-host-name,dns,157.5,11-02-2019 6:25
117988,vdevice-host-name,dns,189.25,11-02-2019 6:30
118007,vdevice-host-name,dns,408.625,11-02-2019 6:35
118022,vdevice-host-name,dns,252.5,11-02-2019 6:40
118045,vdevice-host-name,dns,603.75,11-02-2019 6:45
118066,vdevice-host-name,dns,398.25,11-02-2019 6:50
118082,vdevice-host-name,dns,128.25,11-02-2019 6:55
118097,vdevice-host-name,dns,70,11-02-2019 7:00
118117,vdevice-host-name,dns,302,11-02-2019 7:05
118150,vdevice-host-name,dns,256.25,11-02-2019 7:10
118157,vdevice-host-name,dns,650.5,11-02-2019 7:15
118189,vdevice-host-name,dns,430.375,11-02-2019 7:20
118195,vdevice-host-name,dns,268.25,11-02-2019 7:25
118228,vdevice-host-name,dns,265.5,11-02-2019 7:30
118240,vdevice-host-name,dns,396.625,11-02-2019 7:35
118249,vdevice-host-name,dns,386.25,11-02-2019 7:40
118270,vdevice-host-name,dns,502,11-02-2019 7:45
118293,vdevice-host-name,dns,450.5,11-02-2019 7:50
118316,vdevice-host-name,dns,253.75,11-02-2019 7:55
118330,vdevice-host-name,dns,125.5,11-02-2019 8:00
118351,vdevice-host-name,dns,314.75,11-02-2019 8:05
118375,vdevice-host-name,dns,635.125,11-02-2019 8:10
118382,vdevice-host-name,dns,654.5,11-02-2019 8:15
118405,vdevice-host-name,dns,608.375,11-02-2019 8:20
118422,vdevice-host-name,dns,163.25,11-02-2019 8:25
118445,vdevice-host-name,dns,248,11-02-2019 8:30
118473,vdevice-host-name,dns,414.125,11-02-2019 8:35
118481,vdevice-host-name,dns,366.25,11-02-2019 8:40
118500,vdevice-host-name,dns,647.5,11-02-2019 8:45
118519,vdevice-host-name,dns,433,11-02-2019 8:50
118544,vdevice-host-name,dns,178,11-02-2019 8:55
118562,vdevice-host-name,dns,110.75,11-02-2019 9:00
118573,vdevice-host-name,dns,171.75,11-02-2019 9:05
118608,vdevice-host-name,dns,290.5,11-02-2019 9:10
118619,vdevice-host-name,dns,542.75,11-02-2019 9:15
118639,vdevice-host-name,dns,482.875,11-02-2019 9:20
118657,vdevice-host-name,dns,210,11-02-2019 9:25
118684,vdevice-host-name,dns,9863.25,11-02-2019 9:30
118706,vdevice-host-name,dns,18956.875,11-02-2019 9:35
118747,vdevice-host-name,dns,3846.75,11-02-2019 9:40
118780,vdevice-host-name,dns,2852.25,11-02-2019 9:45
118810,vdevice-host-name,dns,3114.25,11-02-2019 9:50
118846,vdevice-host-name,dns,2419.25,11-02-2019 9:55
118878,vdevice-host-name,dns,2539.25,11-02-2019 10:00
118930,vdevice-host-name,dns,2607.25,11-02-2019 10:05
118969,vdevice-host-name,dns,2890.75,11-02-2019 10:10
119023,vdevice-host-name,dns,2139.75,11-02-2019 10:15
119053,vdevice-host-name,dns,2793.5,11-02-2019 10:20
119096,vdevice-host-name,dns,2568.25,11-02-2019 10:25
119113,vdevice-host-name,dns,2649.375,11-02-2019 10:30
119175,vdevice-host-name,dns,2599.125,11-02-2019 10:35
119195,vdevice-host-name,dns,2690.25,11-02-2019 10:40
119264,vdevice-host-name,dns,2252,11-02-2019 10:45
119304,vdevice-host-name,dns,2655.875,11-02-2019 10:50
119333,vdevice-host-name,dns,2595.125,11-02-2019 10:55
119376,vdevice-host-name,dns,2227.75,11-02-2019 11:00
119432,vdevice-host-name,dns,2707.875,11-02-2019 11:05
119433,vdevice-host-name,dns,2522.125,11-02-2019 11:10
119484,vdevice-host-name,dns,2183.25,11-02-2019 11:15
119545,vdevice-host-name,dns,2725.625,11-02-2019 11:20
119553,vdevice-host-name,dns,2521.125,11-02-2019 11:25
119600,vdevice-host-name,dns,2214.75,11-02-2019 11:30
119645,vdevice-host-name,dns,3071.25,11-02-2019 11:35
119707,vdevice-host-name,dns,2751.625,11-02-2019 11:40
119725,vdevice-host-name,dns,2320.25,11-02-2019 11:45
119756,vdevice-host-name,dns,2936.625,11-02-2019 11:50
119828,vdevice-host-name,dns,2583.625,11-02-2019 11:55
119866,vdevice-host-name,dns,2106.5,11-02-2019 12:00
119895,vdevice-host-name,dns,2770.125,11-02-2019 12:05
119918,vdevice-host-name,dns,2574.625,11-02-2019 12:10
119973,vdevice-host-name,dns,2262,11-02-2019 12:15
120016,vdevice-host-name,dns,2911.125,11-02-2019 12:20
120069,vdevice-host-name,dns,2728.125,11-02-2019 12:25
120105,vdevice-host-name,dns,3181.25,11-02-2019 12:30
120134,vdevice-host-name,dns,3298.875,11-02-2019 12:35
120174,vdevice-host-name,dns,2752.375,11-02-2019 12:40
120214,vdevice-host-name,dns,2560.25,11-02-2019 12:45
120271,vdevice-host-name,dns,3268.125,11-02-2019 12:50
120299,vdevice-host-name,dns,2832.875,11-02-2019 12:55
120314,vdevice-host-name,dns,2612.75,11-02-2019 13:00
120371,vdevice-host-name,dns,3019.625,11-02-2019 13:05
120400,vdevice-host-name,dns,3363.625,11-02-2019 13:10
120433,vdevice-host-name,dns,2751,11-02-2019 13:15
120501,vdevice-host-name,dns,2925.375,11-02-2019 13:20
120515,vdevice-host-name,dns,3370.375,11-02-2019 13:25
120588,vdevice-host-name,dns,3390.125,11-02-2019 13:30
120607,vdevice-host-name,dns,4253,11-02-2019 13:35
120664,vdevice-host-name,dns,3142.625,11-02-2019 13:40
120695,vdevice-host-name,dns,3430.25,11-02-2019 13:45
120713,vdevice-host-name,dns,3238.875,11-02-2019 13:50
120775,vdevice-host-name,dns,3310.875,11-02-2019 13:55
120815,vdevice-host-name,dns,2836.75,11-02-2019 14:00
120846,vdevice-host-name,dns,3260.625,11-02-2019 14:05
120875,vdevice-host-name,dns,2639.5,11-02-2019 14:10
120917,vdevice-host-name,dns,3235.125,11-02-2019 14:15
120975,vdevice-host-name,dns,2801.875,11-02-2019 14:20
121028,vdevice-host-name,dns,3016,11-02-2019 14:25
121043,vdevice-host-name,dns,2646.125,11-02-2019 14:30
121077,vdevice-host-name,dns,3085.25,11-02-2019 14:35
121130,vdevice-host-name,dns,2868.5,11-02-2019 14:40
121186,vdevice-host-name,dns,2698.125,11-02-2019 14:45
121195,vdevice-host-name,dns,2643.625,11-02-2019 14:50
121253,vdevice-host-name,dns,2662.5,11-02-2019 14:55
121282,vdevice-host-name,dns,4143.625,11-02-2019 15:00
121347,vdevice-host-name,dns,1047.875,11-02-2019 15:05
121367,vdevice-host-name,dns,1884.5,11-02-2019 15:10
121421,vdevice-host-name,dns,1107.875,11-02-2019 15:15
121469,vdevice-host-name,dns,1359.625,11-02-2019 15:20
121494,vdevice-host-name,dns,1214.75,11-02-2019 15:25
121529,vdevice-host-name,dns,1140.375,11-02-2019 15:30
121564,vdevice-host-name,dns,1389,11-02-2019 15:35
121623,vdevice-host-name,dns,1417,11-02-2019 15:40
121634,vdevice-host-name,dns,1011.875,11-02-2019 15:45
121676,vdevice-host-name,dns,1365.375,11-02-2019 15:50
121752,vdevice-host-name,dns,1061.5,11-02-2019 15:55
121783,vdevice-host-name,dns,1328.875,11-02-2019 16:00
121808,vdevice-host-name,dns,936.625,11-02-2019 16:05
121841,vdevice-host-name,dns,1260.5,11-02-2019 16:10
121905,vdevice-host-name,dns,1080.625,11-02-2019 16:15
121945,vdevice-host-name,dns,1432.625,11-02-2019 16:20
121987,vdevice-host-name,dns,1035.5,11-02-2019 16:25
121996,vdevice-host-name,dns,1108,11-02-2019 16:30
122038,vdevice-host-name,dns,1425.875,11-02-2019 16:35
122073,vdevice-host-name,dns,1475.75,11-02-2019 16:40
122138,vdevice-host-name,dns,1027.25,11-02-2019 16:45
122192,vdevice-host-name,dns,1165.75,11-02-2019 16:50
122214,vdevice-host-name,dns,1404.75,11-02-2019 16:55
122235,vdevice-host-name,dns,1406.5,11-02-2019 17:00
122277,vdevice-host-name,dns,1799.75,11-02-2019 17:05
122336,vdevice-host-name,dns,1347,11-02-2019 17:10
122373,vdevice-host-name,dns,810.5,11-02-2019 17:15
122406,vdevice-host-name,dns,839.625,11-02-2019 17:20
122458,vdevice-host-name,dns,1221.375,11-02-2019 17:25
122497,vdevice-host-name,dns,1007.25,11-02-2019 17:30
122549,vdevice-host-name,dns,1496.25,11-02-2019 17:35
122559,vdevice-host-name,dns,1394.125,11-02-2019 17:40
122609,vdevice-host-name,dns,1196.25,11-02-2019 17:45
122671,vdevice-host-name,dns,1211.875,11-02-2019 17:50
122681,vdevice-host-name,dns,1329.625,11-02-2019 17:55
122734,vdevice-host-name,dns,1603.25,11-02-2019 18:00
122782,vdevice-host-name,dns,672.375,11-02-2019 18:05
122797,vdevice-host-name,dns,1472.875,11-02-2019 18:10
122865,vdevice-host-name,dns,1004.25,11-02-2019 18:15
122912,vdevice-host-name,dns,1293.125,11-02-2019 18:20
122932,vdevice-host-name,dns,1336.125,11-02-2019 18:25
122959,vdevice-host-name,dns,1512,11-02-2019 18:30
122998,vdevice-host-name,dns,1301.75,11-02-2019 18:35
123058,vdevice-host-name,dns,1366.625,11-02-2019 18:40
123087,vdevice-host-name,dns,924.25,11-02-2019 18:45
123118,vdevice-host-name,dns,1255.375,11-02-2019 18:50
123180,vdevice-host-name,dns,1570.375,11-02-2019 18:55
123201,vdevice-host-name,dns,1183.25,11-02-2019 19:00
123251,vdevice-host-name,dns,1476.625,11-02-2019 19:05
123288,vdevice-host-name,dns,1449.625,11-02-2019 19:10
123346,vdevice-host-name,dns,1139.25,11-02-2019 19:15
123362,vdevice-host-name,dns,1585.875,11-02-2019 19:20
123427,vdevice-host-name,dns,1411.25,11-02-2019 19:25
123466,vdevice-host-name,dns,785.25,11-02-2019 19:30
123508,vdevice-host-name,dns,1082.625,11-02-2019 19:35
123539,vdevice-host-name,dns,923,11-02-2019 19:40
123571,vdevice-host-name,dns,1125,11-02-2019 19:45
123601,vdevice-host-name,dns,773.75,11-02-2019 19:50
123654,vdevice-host-name,dns,1021,11-02-2019 19:55
123678,vdevice-host-name,dns,934,11-02-2019 20:00
123749,vdevice-host-name,dns,896.25,11-02-2019 20:05
123778,vdevice-host-name,dns,1061,11-02-2019 20:10
123804,vdevice-host-name,dns,1177.75,11-02-2019 20:15
123870,vdevice-host-name,dns,810.25,11-02-2019 20:20
123884,vdevice-host-name,dns,1115.5,11-02-2019 20:25
123940,vdevice-host-name,dns,919.25,11-02-2019 20:30
123959,vdevice-host-name,dns,1120.625,11-02-2019 20:35
124003,vdevice-host-name,dns,1003.25,11-02-2019 20:40
124061,vdevice-host-name,dns,1125.25,11-02-2019 20:45
124082,vdevice-host-name,dns,789.25,11-02-2019 20:50
124143,vdevice-host-name,dns,1065.5,11-02-2019 20:55
124185,vdevice-host-name,dns,986.75,11-02-2019 21:00
124224,vdevice-host-name,dns,890,11-02-2019 21:05
124238,vdevice-host-name,dns,1026.75,11-02-2019 21:10
124312,vdevice-host-name,dns,1059.5,11-02-2019 21:15
124336,vdevice-host-name,dns,855.5,11-02-2019 21:20
124391,vdevice-host-name,dns,1026.5,11-02-2019 21:25
124393,vdevice-host-name,dns,1009.75,11-02-2019 21:30
124467,vdevice-host-name,dns,1177.125,11-02-2019 21:35
124478,vdevice-host-name,dns,991.5,11-02-2019 21:40
124538,vdevice-host-name,dns,1316.5,11-02-2019 21:45
124584,vdevice-host-name,dns,789.25,11-02-2019 21:50
124612,vdevice-host-name,dns,1062.75,11-02-2019 21:55
124661,vdevice-host-name,dns,965.25,11-02-2019 22:00
124703,vdevice-host-name,dns,775,11-02-2019 22:05
124742,vdevice-host-name,dns,1110.75,11-02-2019 22:10
124756,vdevice-host-name,dns,1178,11-02-2019 22:15
124832,vdevice-host-name,dns,754.25,11-02-2019 22:20
124856,vdevice-host-name,dns,1174.25,11-02-2019 22:25
124879,vdevice-host-name,dns,1052.75,11-02-2019 22:30
124932,vdevice-host-name,dns,1032.375,11-02-2019 22:35
124983,vdevice-host-name,dns,1016.875,11-02-2019 22:40
125014,vdevice-host-name,dns,1182.125,11-02-2019 22:45
125053,vdevice-host-name,dns,798.5,11-02-2019 22:50
125094,vdevice-host-name,dns,1154.625,11-02-2019 22:55
125113,vdevice-host-name,dns,993.125,11-02-2019 23:00
125158,vdevice-host-name,dns,726.5,11-02-2019 23:05
125217,vdevice-host-name,dns,1061.625,11-02-2019 23:10
125245,vdevice-host-name,dns,1150.125,11-02-2019 23:15
125286,vdevice-host-name,dns,705,11-02-2019 23:20
125334,vdevice-host-name,dns,1061.375,11-02-2019 23:25
125368,vdevice-host-name,dns,1047.375,11-02-2019 23:30
125396,vdevice-host-name,dns,1074.375,11-02-2019 23:35
125470,vdevice-host-name,dns,1047.625,11-02-2019 23:40
125480,vdevice-host-name,dns,1131.875,11-02-2019 23:45
125532,vdevice-host-name,dns,852.75,11-02-2019 23:50
125563,vdevice-host-name,dns,1172.375,11-02-2019 23:55
125630,vdevice-host-name,dns,1121.125,12-02-2019 0:00
125666,vdevice-host-name,dns,722.25,12-02-2019 0:05
125695,vdevice-host-name,dns,1065.625,12-02-2019 0:10
125720,vdevice-host-name,dns,1233.375,12-02-2019 0:15
125755,vdevice-host-name,dns,854.75,12-02-2019 0:20
125829,vdevice-host-name,dns,1086.875,12-02-2019 0:25
125865,vdevice-host-name,dns,1051.125,12-02-2019 0:30
125892,vdevice-host-name,dns,1131.625,12-02-2019 0:35
125927,vdevice-host-name,dns,1131.625,12-02-2019 0:40
125966,vdevice-host-name,dns,1270.875,12-02-2019 0:45
125994,vdevice-host-name,dns,728.25,12-02-2019 0:50
126062,vdevice-host-name,dns,1045.875,12-02-2019 0:55
126110,vdevice-host-name,dns,971.625,12-02-2019 1:00
126130,vdevice-host-name,dns,798.25,12-02-2019 1:05
126190,vdevice-host-name,dns,1023.625,12-02-2019 1:10
126209,vdevice-host-name,dns,1235.375,12-02-2019 1:15
126264,vdevice-host-name,dns,763.25,12-02-2019 1:20
126295,vdevice-host-name,dns,1071.375,12-02-2019 1:25
126342,vdevice-host-name,dns,954.125,12-02-2019 1:30
126387,vdevice-host-name,dns,1183.125,12-02-2019 1:35
126398,vdevice-host-name,dns,1007.125,12-02-2019 1:40
126460,vdevice-host-name,dns,1176.375,12-02-2019 1:45
126482,vdevice-host-name,dns,922.75,12-02-2019 1:50
126541,vdevice-host-name,dns,1162.875,12-02-2019 1:55
126568,vdevice-host-name,dns,813.375,12-02-2019 2:00
126615,vdevice-host-name,dns,724.5,12-02-2019 2:05
126647,vdevice-host-name,dns,967.125,12-02-2019 2:10
126682,vdevice-host-name,dns,1175.625,12-02-2019 2:15
126727,vdevice-host-name,dns,759.5,12-02-2019 2:20
126784,vdevice-host-name,dns,1132.375,12-02-2019 2:25
126807,vdevice-host-name,dns,1075.875,12-02-2019 2:30
126838,vdevice-host-name,dns,1124.875,12-02-2019 2:35
126906,vdevice-host-name,dns,1039.125,12-02-2019 2:40
126918,vdevice-host-name,dns,1213.25,12-02-2019 2:45
126980,vdevice-host-name,dns,765.875,12-02-2019 2:50
127025,vdevice-host-name,dns,952.875,12-02-2019 2:55
127051,vdevice-host-name,dns,1213,12-02-2019 3:00
127107,vdevice-host-name,dns,769.875,12-02-2019 3:05
127116,vdevice-host-name,dns,946.125,12-02-2019 3:10
127192,vdevice-host-name,dns,1379.75,12-02-2019 3:15
127209,vdevice-host-name,dns,730.875,12-02-2019 3:20
127246,vdevice-host-name,dns,952.875,12-02-2019 3:25
127279,vdevice-host-name,dns,1068.75,12-02-2019 3:30
127329,vdevice-host-name,dns,5517.75,12-02-2019 3:35
127369,vdevice-host-name,dns,1520.5,12-02-2019 3:40
127429,vdevice-host-name,dns,1562.25,12-02-2019 3:45
127470,vdevice-host-name,dns,1522.5,12-02-2019 3:50
127500,vdevice-host-name,dns,1232.125,12-02-2019 3:55
127523,vdevice-host-name,dns,1193.5,12-02-2019 4:00
127560,vdevice-host-name,dns,851,12-02-2019 4:05
127625,vdevice-host-name,dns,1008,12-02-2019 4:10
127647,vdevice-host-name,dns,1125.75,12-02-2019 4:15
127679,vdevice-host-name,dns,699,12-02-2019 4:20
127747,vdevice-host-name,dns,1175.25,12-02-2019 4:25
127754,vdevice-host-name,dns,1125.5,12-02-2019 4:30
127808,vdevice-host-name,dns,792.5,12-02-2019 4:35
127870,vdevice-host-name,dns,810,12-02-2019 4:40
127898,vdevice-host-name,dns,1496.25,12-02-2019 4:45
127929,vdevice-host-name,dns,1021.375,12-02-2019 4:50
127977,vdevice-host-name,dns,1674.875,12-02-2019 4:55
127996,vdevice-host-name,dns,1108.5,12-02-2019 5:00
128044,vdevice-host-name,dns,776.5,12-02-2019 5:05
128090,vdevice-host-name,dns,808,12-02-2019 5:10
128149,vdevice-host-name,dns,1562.25,12-02-2019 5:15
128174,vdevice-host-name,dns,21240,12-02-2019 5:20
128222,vdevice-host-name,dns,2464.875,12-02-2019 5:25
128239,vdevice-host-name,dns,2997.5,12-02-2019 5:40
128305,vdevice-host-name,dns,2395.625,12-02-2019 5:45
128367,vdevice-host-name,dns,2717.25,12-02-2019 5:50
128386,vdevice-host-name,dns,2676.625,12-02-2019 5:55
128422,vdevice-host-name,dns,2696.5,12-02-2019 6:00
128481,vdevice-host-name,dns,2797,12-02-2019 6:05
128547,vdevice-host-name,dns,3162.75,12-02-2019 6:10
128553,vdevice-host-name,dns,2368.25,12-02-2019 6:15
128608,vdevice-host-name,dns,3820.75,12-02-2019 6:20
128664,vdevice-host-name,dns,2476.75,12-02-2019 6:25
128703,vdevice-host-name,dns,2862,12-02-2019 6:30
128750,vdevice-host-name,dns,2620.5,12-02-2019 6:35
128802,vdevice-host-name,dns,2945.75,12-02-2019 6:40
128850,vdevice-host-name,dns,2825.25,12-02-2019 6:45
128884,vdevice-host-name,dns,2694,12-02-2019 6:50
128913,vdevice-host-name,dns,3081.125,12-02-2019 6:55
128979,vdevice-host-name,dns,3003.25,12-02-2019 7:00
129017,vdevice-host-name,dns,2671.75,12-02-2019 7:05
129076,vdevice-host-name,dns,3095.75,12-02-2019 7:10
129125,vdevice-host-name,dns,3188,12-02-2019 7:15
129157,vdevice-host-name,dns,3303,12-02-2019 7:20
129222,vdevice-host-name,dns,3495.375,12-02-2019 7:25
129235,vdevice-host-name,dns,2543.75,12-02-2019 7:30
129292,vdevice-host-name,dns,3818.25,12-02-2019 7:35
129347,vdevice-host-name,dns,3283.5,12-02-2019 7:40
