,Hostname,Application,Utilization(bps),Timestamp
84031,vdevice-host-name,dns,300.875,05-02-2019 1:35
84055,vdevice-host-name,dns,319.25,05-02-2019 1:40
84083,vdevice-host-name,dns,861.375,05-02-2019 1:45
84104,vdevice-host-name,dns,230.875,05-02-2019 1:50
84105,vdevice-host-name,dns,101.75,05-02-2019 1:55
84134,vdevice-host-name,dns,105,05-02-2019 2:00
84157,vdevice-host-name,dns,201.25,05-02-2019 2:05
84180,vdevice-host-name,dns,444.75,05-02-2019 2:10
84184,vdevice-host-name,dns,680.75,05-02-2019 2:15
84206,vdevice-host-name,dns,198.25,05-02-2019 2:20
84220,vdevice-host-name,dns,227.25,05-02-2019 2:25
84248,vdevice-host-name,dns,122.5,05-02-2019 2:30
84269,vdevice-host-name,dns,362.125,05-02-2019 2:35
84294,vdevice-host-name,dns,409.75,05-02-2019 2:40
84297,vdevice-host-name,dns,815.75,05-02-2019 2:45
84320,vdevice-host-name,dns,216.125,05-02-2019 2:50
84335,vdevice-host-name,dns,279.75,05-02-2019 2:55
84358,vdevice-host-name,dns,125.5,05-02-2019 3:00
84381,vdevice-host-name,dns,128.25,05-02-2019 3:05
84399,vdevice-host-name,dns,284.25,05-02-2019 3:10
84417,vdevice-host-name,dns,742.75,05-02-2019 3:15
84445,vdevice-host-name,dns,198.25,05-02-2019 3:20
84450,vdevice-host-name,dns,154.25,05-02-2019 3:25
84478,vdevice-host-name,dns,52.5,05-02-2019 3:30
84497,vdevice-host-name,dns,610.125,05-02-2019 3:35
84511,vdevice-host-name,dns,342.5,05-02-2019 3:40
84528,vdevice-host-name,dns,771.25,05-02-2019 3:45
84557,vdevice-host-name,dns,350.375,05-02-2019 3:50
84565,vdevice-host-name,dns,247.5,05-02-2019 3:55
84594,vdevice-host-name,dns,227.5,05-02-2019 4:00
84608,vdevice-host-name,dns,87.5,05-02-2019 4:05
84623,vdevice-host-name,dns,447.5,05-02-2019 4:10
84639,vdevice-host-name,dns,749.25,05-02-2019 4:15
84663,vdevice-host-name,dns,297.5,05-02-2019 4:20
84683,vdevice-host-name,dns,300,05-02-2019 4:25
84702,vdevice-host-name,dns,122.5,05-02-2019 4:30
84716,vdevice-host-name,dns,265.875,05-02-2019 4:35
84743,vdevice-host-name,dns,465,05-02-2019 4:40
84756,vdevice-host-name,dns,829.25,05-02-2019 4:45
84773,vdevice-host-name,dns,280.375,05-02-2019 4:50
84789,vdevice-host-name,dns,355.5,05-02-2019 4:55
84820,vdevice-host-name,dns,192.5,05-02-2019 5:00
84841,vdevice-host-name,dns,105,05-02-2019 5:05
84854,vdevice-host-name,dns,503,05-02-2019 5:10
84870,vdevice-host-name,dns,872.25,05-02-2019 5:15
84894,vdevice-host-name,dns,140,05-02-2019 5:20
84920,vdevice-host-name,dns,202.75,05-02-2019 5:25
84927,vdevice-host-name,dns,52.5,05-02-2019 5:30
84950,vdevice-host-name,dns,367.875,05-02-2019 5:35
84960,vdevice-host-name,dns,328.25,05-02-2019 5:40
84989,vdevice-host-name,dns,757,05-02-2019 5:45
85010,vdevice-host-name,dns,262.875,05-02-2019 5:50
85033,vdevice-host-name,dns,70,05-02-2019 5:55
85046,vdevice-host-name,dns,177.5,05-02-2019 6:00
85061,vdevice-host-name,dns,262.5,05-02-2019 6:05
85076,vdevice-host-name,dns,270,05-02-2019 6:10
85101,vdevice-host-name,dns,920.25,05-02-2019 6:15
85120,vdevice-host-name,dns,157.5,05-02-2019 6:20
85148,vdevice-host-name,dns,192.5,05-02-2019 6:25
85155,vdevice-host-name,dns,600.875,05-02-2019 6:30
85184,vdevice-host-name,dns,105,05-02-2019 6:35
85202,vdevice-host-name,dns,270,05-02-2019 6:40
85209,vdevice-host-name,dns,857.25,05-02-2019 6:45
85226,vdevice-host-name,dns,175.375,05-02-2019 6:50
85246,vdevice-host-name,dns,262.5,05-02-2019 6:55
85282,vdevice-host-name,dns,101.75,05-02-2019 7:00
85299,vdevice-host-name,dns,323.75,05-02-2019 7:05
85310,vdevice-host-name,dns,410,05-02-2019 7:10
85330,vdevice-host-name,dns,1080,05-02-2019 7:15
85357,vdevice-host-name,dns,198.25,05-02-2019 7:20
85359,vdevice-host-name,dns,265.5,05-02-2019 7:25
85391,vdevice-host-name,dns,244.75,05-02-2019 7:30
85399,vdevice-host-name,dns,359.125,05-02-2019 7:35
85428,vdevice-host-name,dns,305,05-02-2019 7:40
85435,vdevice-host-name,dns,769,05-02-2019 7:45
85454,vdevice-host-name,dns,181.125,05-02-2019 7:50
85473,vdevice-host-name,dns,230.5,05-02-2019 7:55
85497,vdevice-host-name,dns,174.75,05-02-2019 8:00
85519,vdevice-host-name,dns,268.25,05-02-2019 8:05
85546,vdevice-host-name,dns,824.875,05-02-2019 8:10
85553,vdevice-host-name,dns,934.5,05-02-2019 8:15
85570,vdevice-host-name,dns,145.75,05-02-2019 8:20
85587,vdevice-host-name,dns,262.5,05-02-2019 8:25
85611,vdevice-host-name,dns,154.25,05-02-2019 8:30
85643,vdevice-host-name,dns,359.125,05-02-2019 8:35
85650,vdevice-host-name,dns,375,05-02-2019 8:40
85680,vdevice-host-name,dns,811.25,05-02-2019 8:45
85686,vdevice-host-name,dns,317.875,05-02-2019 8:50
85710,vdevice-host-name,dns,175,05-02-2019 8:55
85735,vdevice-host-name,dns,175,05-02-2019 9:00
85743,vdevice-host-name,dns,247.5,05-02-2019 9:05
85773,vdevice-host-name,dns,357.5,05-02-2019 9:10
85782,vdevice-host-name,dns,791.25,05-02-2019 9:15
85799,vdevice-host-name,dns,265,05-02-2019 9:20
85821,vdevice-host-name,dns,157.5,05-02-2019 9:25
85848,vdevice-host-name,dns,175,05-02-2019 9:30
85870,vdevice-host-name,dns,446.375,05-02-2019 9:35
85877,vdevice-host-name,dns,322.5,05-02-2019 9:40
85897,vdevice-host-name,dns,749.25,05-02-2019 9:45
85912,vdevice-host-name,dns,352.875,05-02-2019 9:50
85941,vdevice-host-name,dns,52.5,05-02-2019 9:55
85953,vdevice-host-name,dns,210,05-02-2019 10:00
85967,vdevice-host-name,dns,338,05-02-2019 10:05
85998,vdevice-host-name,dns,322.5,05-02-2019 10:10
86020,vdevice-host-name,dns,711.75,05-02-2019 10:15
86038,vdevice-host-name,dns,177.5,05-02-2019 10:20
86049,vdevice-host-name,dns,143,05-02-2019 10:25
86068,vdevice-host-name,dns,230.5,05-02-2019 10:30
86096,vdevice-host-name,dns,338.375,05-02-2019 10:35
86110,vdevice-host-name,dns,340,05-02-2019 10:40
86129,vdevice-host-name,dns,811.25,05-02-2019 10:45
86142,vdevice-host-name,dns,312.125,05-02-2019 10:50
86174,vdevice-host-name,dns,128.25,05-02-2019 10:55
86178,vdevice-host-name,dns,105,05-02-2019 11:00
86197,vdevice-host-name,dns,206.75,05-02-2019 11:05
86216,vdevice-host-name,dns,421.75,05-02-2019 11:10
86233,vdevice-host-name,dns,749.25,05-02-2019 11:15
86254,vdevice-host-name,dns,154.25,05-02-2019 11:20
86281,vdevice-host-name,dns,140,05-02-2019 11:25
86290,vdevice-host-name,dns,163.25,05-02-2019 11:30
86310,vdevice-host-name,dns,385.125,05-02-2019 11:35
86342,vdevice-host-name,dns,270,05-02-2019 11:40
86354,vdevice-host-name,dns,864.5,05-02-2019 11:45
86383,vdevice-host-name,dns,294.625,05-02-2019 11:50
86403,vdevice-host-name,dns,52.5,05-02-2019 11:55
86418,vdevice-host-name,dns,268.25,05-02-2019 12:00
86428,vdevice-host-name,dns,192.25,05-02-2019 12:05
86446,vdevice-host-name,dns,465.5,05-02-2019 12:10
86469,vdevice-host-name,dns,801,05-02-2019 12:15
86485,vdevice-host-name,dns,154.25,05-02-2019 12:20
86508,vdevice-host-name,dns,122.5,05-02-2019 12:25
86536,vdevice-host-name,dns,1011.5,05-02-2019 12:30
86553,vdevice-host-name,dns,336.125,05-02-2019 12:35
86563,vdevice-host-name,dns,363.5,05-02-2019 12:40
86588,vdevice-host-name,dns,764.5,05-02-2019 12:45
86595,vdevice-host-name,dns,207.125,05-02-2019 12:50
86628,vdevice-host-name,dns,105,05-02-2019 12:55
86646,vdevice-host-name,dns,183.75,05-02-2019 13:00
86660,vdevice-host-name,dns,209.75,05-02-2019 13:05
86675,vdevice-host-name,dns,340,05-02-2019 13:10
86690,vdevice-host-name,dns,913,05-02-2019 13:15
86722,vdevice-host-name,dns,154.25,05-02-2019 13:20
86745,vdevice-host-name,dns,230.5,05-02-2019 13:25
86754,vdevice-host-name,dns,414.875,05-02-2019 13:30
86766,vdevice-host-name,dns,489.875,05-02-2019 13:35
86799,vdevice-host-name,dns,287.5,05-02-2019 13:40
86817,vdevice-host-name,dns,789.75,05-02-2019 13:45
86838,vdevice-host-name,dns,335.375,05-02-2019 13:50
86842,vdevice-host-name,dns,52.5,05-02-2019 13:55
86862,vdevice-host-name,dns,245,05-02-2019 14:00
86880,vdevice-host-name,dns,160,05-02-2019 14:05
86905,vdevice-host-name,dns,340,05-02-2019 14:10
86924,vdevice-host-name,dns,680.75,05-02-2019 14:15
86951,vdevice-host-name,dns,177.5,05-02-2019 14:20
86967,vdevice-host-name,dns,192.5,05-02-2019 14:25
86992,vdevice-host-name,dns,122.5,05-02-2019 14:30
86994,vdevice-host-name,dns,353.125,05-02-2019 14:35
87029,vdevice-host-name,dns,293.25,05-02-2019 14:40
87041,vdevice-host-name,dns,802.75,05-02-2019 14:45
87053,vdevice-host-name,dns,277.125,05-02-2019 14:50
87073,vdevice-host-name,dns,285.75,05-02-2019 14:55
87100,vdevice-host-name,dns,122.5,05-02-2019 15:00
87115,vdevice-host-name,dns,52.5,05-02-2019 15:05
87139,vdevice-host-name,dns,418,05-02-2019 15:10
87159,vdevice-host-name,dns,796.25,05-02-2019 15:15
87172,vdevice-host-name,dns,140,05-02-2019 15:20
87183,vdevice-host-name,dns,230,05-02-2019 15:25
87217,vdevice-host-name,dns,52.5,05-02-2019 15:30
87232,vdevice-host-name,dns,499.375,05-02-2019 15:35
87251,vdevice-host-name,dns,363,05-02-2019 15:40
87259,vdevice-host-name,dns,793.75,05-02-2019 15:45
87293,vdevice-host-name,dns,178.125,05-02-2019 15:50
87311,vdevice-host-name,dns,174.75,05-02-2019 15:55
87316,vdevice-host-name,dns,93.25,05-02-2019 16:00
87343,vdevice-host-name,dns,122.5,05-02-2019 16:05
87355,vdevice-host-name,dns,339.75,05-02-2019 16:10
87377,vdevice-host-name,dns,720.5,05-02-2019 16:15
87395,vdevice-host-name,dns,52.5,05-02-2019 16:20
87418,vdevice-host-name,dns,101.75,05-02-2019 16:25
87446,vdevice-host-name,dns,110.75,05-02-2019 16:30
87450,vdevice-host-name,dns,213.375,05-02-2019 16:35
87474,vdevice-host-name,dns,301.75,05-02-2019 16:40
87501,vdevice-host-name,dns,715.75,05-02-2019 16:45
87516,vdevice-host-name,dns,286.125,05-02-2019 16:50
87540,vdevice-host-name,dns,119.25,05-02-2019 16:55
87559,vdevice-host-name,dns,35,05-02-2019 17:00
87573,vdevice-host-name,dns,148.75,05-02-2019 17:05
87587,vdevice-host-name,dns,432.75,05-02-2019 17:10
87614,vdevice-host-name,dns,737.25,05-02-2019 17:15
87621,vdevice-host-name,dns,236.25,05-02-2019 17:20
87641,vdevice-host-name,dns,136.75,05-02-2019 17:25
87667,vdevice-host-name,dns,35,05-02-2019 17:30
87683,vdevice-host-name,dns,478.625,05-02-2019 17:35
87700,vdevice-host-name,dns,339.75,05-02-2019 17:40
87732,vdevice-host-name,dns,799.25,05-02-2019 17:45
87742,vdevice-host-name,dns,201.375,05-02-2019 17:50
87761,vdevice-host-name,dns,206.75,05-02-2019 17:55
87773,vdevice-host-name,dns,213,05-02-2019 18:00
87795,vdevice-host-name,dns,52.5,05-02-2019 18:05
87813,vdevice-host-name,dns,431.75,05-02-2019 18:10
87841,vdevice-host-name,dns,845.25,05-02-2019 18:15
87859,vdevice-host-name,dns,105,05-02-2019 18:20
87868,vdevice-host-name,dns,282.5,05-02-2019 18:25
87900,vdevice-host-name,dns,70,05-02-2019 18:30
87916,vdevice-host-name,dns,408.875,05-02-2019 18:35
87941,vdevice-host-name,dns,342.5,05-02-2019 18:40
87943,vdevice-host-name,dns,719.75,05-02-2019 18:45
87975,vdevice-host-name,dns,300.875,05-02-2019 18:50
87981,vdevice-host-name,dns,195,05-02-2019 18:55
88010,vdevice-host-name,dns,122.5,05-02-2019 19:00
88033,vdevice-host-name,dns,52.5,05-02-2019 19:05
88053,vdevice-host-name,dns,240.75,05-02-2019 19:10
88075,vdevice-host-name,dns,786.5,05-02-2019 19:15
88088,vdevice-host-name,dns,140,05-02-2019 19:20
88112,vdevice-host-name,dns,706.375,05-02-2019 19:25
88115,vdevice-host-name,dns,212.5,05-02-2019 19:30
88133,vdevice-host-name,dns,266.375,05-02-2019 19:35
88159,vdevice-host-name,dns,290.5,05-02-2019 19:40
88180,vdevice-host-name,dns,765.25,05-02-2019 19:45
88194,vdevice-host-name,dns,175.375,05-02-2019 19:50
88214,vdevice-host-name,dns,52.5,05-02-2019 19:55
88231,vdevice-host-name,dns,195,05-02-2019 20:00
88264,vdevice-host-name,dns,105,05-02-2019 20:05
88276,vdevice-host-name,dns,260.25,05-02-2019 20:10
88297,vdevice-host-name,dns,813.75,05-02-2019 20:15
88306,vdevice-host-name,dns,0,05-02-2019 20:20
88330,vdevice-host-name,dns,105,05-02-2019 20:25
88343,vdevice-host-name,dns,101.75,05-02-2019 20:30
88379,vdevice-host-name,dns,344.625,05-02-2019 20:35
88397,vdevice-host-name,dns,217.5,05-02-2019 20:40
88402,vdevice-host-name,dns,802.5,05-02-2019 20:45
88419,vdevice-host-name,dns,198.625,05-02-2019 20:50
88455,vdevice-host-name,dns,87.5,05-02-2019 20:55
88460,vdevice-host-name,dns,84.25,05-02-2019 21:00
88492,vdevice-host-name,dns,52.5,05-02-2019 21:05
88510,vdevice-host-name,dns,223.25,05-02-2019 21:10
88521,vdevice-host-name,dns,1019.25,05-02-2019 21:15
88547,vdevice-host-name,dns,70,05-02-2019 21:20
88568,vdevice-host-name,dns,145.75,05-02-2019 21:25
88584,vdevice-host-name,dns,373.25,05-02-2019 21:30
88604,vdevice-host-name,dns,423.375,05-02-2019 21:35
88623,vdevice-host-name,dns,351.25,05-02-2019 21:40
88639,vdevice-host-name,dns,777,05-02-2019 21:45
88647,vdevice-host-name,dns,157.875,05-02-2019 21:50
88669,vdevice-host-name,dns,75.75,05-02-2019 21:55
88700,vdevice-host-name,dns,136.75,05-02-2019 22:00
88704,vdevice-host-name,dns,87.5,05-02-2019 22:05
88729,vdevice-host-name,dns,293.25,05-02-2019 22:10
88752,vdevice-host-name,dns,731.5,05-02-2019 22:15
88767,vdevice-host-name,dns,87.5,05-02-2019 22:20
88783,vdevice-host-name,dns,183.75,05-02-2019 22:25
88799,vdevice-host-name,dns,174.75,05-02-2019 22:30
88819,vdevice-host-name,dns,391.375,05-02-2019 22:35
88849,vdevice-host-name,dns,275.75,05-02-2019 22:40
88868,vdevice-host-name,dns,739.25,05-02-2019 22:45
88889,vdevice-host-name,dns,227.375,05-02-2019 22:50
88894,vdevice-host-name,dns,145.75,05-02-2019 22:55
88930,vdevice-host-name,dns,52.5,05-02-2019 23:00
88933,vdevice-host-name,dns,332.25,05-02-2019 23:05
88951,vdevice-host-name,dns,354.25,05-02-2019 23:10
88979,vdevice-host-name,dns,707.75,05-02-2019 23:15
88990,vdevice-host-name,dns,101.75,05-02-2019 23:20
89022,vdevice-host-name,dns,160.5,05-02-2019 23:25
89033,vdevice-host-name,dns,75.75,05-02-2019 23:30
89062,vdevice-host-name,dns,262.625,05-02-2019 23:35
89065,vdevice-host-name,dns,252.5,05-02-2019 23:40
89090,vdevice-host-name,dns,748,05-02-2019 23:45
89102,vdevice-host-name,dns,242.125,05-02-2019 23:50
89133,vdevice-host-name,dns,429.375,05-02-2019 23:55
89152,vdevice-host-name,dns,145.75,06-02-2019 0:00
89162,vdevice-host-name,dns,174.75,06-02-2019 0:05
89182,vdevice-host-name,dns,52.5,06-02-2019 0:10
89210,vdevice-host-name,dns,904,06-02-2019 0:15
89231,vdevice-host-name,dns,101.75,06-02-2019 0:20
89253,vdevice-host-name,dns,87.5,06-02-2019 0:25
89256,vdevice-host-name,dns,180.75,06-02-2019 0:30
89287,vdevice-host-name,dns,280.125,06-02-2019 0:35
89294,vdevice-host-name,dns,52.5,06-02-2019 0:40
89314,vdevice-host-name,dns,904,06-02-2019 0:45
89341,vdevice-host-name,dns,297.375,06-02-2019 0:50
89358,vdevice-host-name,dns,175,06-02-2019 0:55
89382,vdevice-host-name,dns,233.25,06-02-2019 1:00
89397,vdevice-host-name,dns,154.25,06-02-2019 1:05
89419,vdevice-host-name,dns,70,06-02-2019 1:10
89441,vdevice-host-name,dns,1021,06-02-2019 1:15
89449,vdevice-host-name,dns,136.75,06-02-2019 1:20
89467,vdevice-host-name,dns,70,06-02-2019 1:25
89492,vdevice-host-name,dns,52.5,06-02-2019 1:30
89503,vdevice-host-name,dns,393.875,06-02-2019 1:35
89521,vdevice-host-name,dns,217.5,06-02-2019 1:40
89544,vdevice-host-name,dns,897.125,06-02-2019 1:45
89565,vdevice-host-name,dns,335.375,06-02-2019 1:50
89581,vdevice-host-name,dns,52.5,06-02-2019 1:55
89598,vdevice-host-name,dns,52.5,06-02-2019 2:00
89625,vdevice-host-name,dns,125,06-02-2019 2:05
89640,vdevice-host-name,dns,343,06-02-2019 2:10
89656,vdevice-host-name,dns,924.625,06-02-2019 2:15
89678,vdevice-host-name,dns,108,06-02-2019 2:20
89693,vdevice-host-name,dns,268,06-02-2019 2:25
89712,vdevice-host-name,dns,227.5,06-02-2019 2:30
89729,vdevice-host-name,dns,265.875,06-02-2019 2:35
89764,vdevice-host-name,dns,342.5,06-02-2019 2:40
89777,vdevice-host-name,dns,846.75,06-02-2019 2:45
89793,vdevice-host-name,dns,245.375,06-02-2019 2:50
89812,vdevice-host-name,dns,160,06-02-2019 2:55
89825,vdevice-host-name,dns,52.5,06-02-2019 3:00
89858,vdevice-host-name,dns,175,06-02-2019 3:05
89880,vdevice-host-name,dns,412.625,06-02-2019 3:10
89886,vdevice-host-name,dns,786,06-02-2019 3:15
89907,vdevice-host-name,dns,35,06-02-2019 3:20
89924,vdevice-host-name,dns,171.75,06-02-2019 3:25
89940,vdevice-host-name,dns,268.25,06-02-2019 3:30
89973,vdevice-host-name,dns,283.375,06-02-2019 3:35
89986,vdevice-host-name,dns,427.25,06-02-2019 3:40
90008,vdevice-host-name,dns,712,06-02-2019 3:45
90019,vdevice-host-name,dns,262.5,06-02-2019 3:50
90036,vdevice-host-name,dns,154.25,06-02-2019 3:55
90060,vdevice-host-name,dns,271.25,06-02-2019 4:00
90082,vdevice-host-name,dns,157.5,06-02-2019 4:05
90091,vdevice-host-name,dns,441.75,06-02-2019 4:10
90124,vdevice-host-name,dns,795.5,06-02-2019 4:15
90137,vdevice-host-name,dns,332.875,06-02-2019 4:20
90160,vdevice-host-name,dns,189.25,06-02-2019 4:25
90179,vdevice-host-name,dns,180.75,06-02-2019 4:30
90188,vdevice-host-name,dns,318.375,06-02-2019 4:35
90214,vdevice-host-name,dns,336.75,06-02-2019 4:40
90229,vdevice-host-name,dns,825,06-02-2019 4:45
90246,vdevice-host-name,dns,87.5,06-02-2019 4:50
90273,vdevice-host-name,dns,294.25,06-02-2019 4:55
90284,vdevice-host-name,dns,95.25,06-02-2019 5:00
90311,vdevice-host-name,dns,93.25,06-02-2019 5:05
90326,vdevice-host-name,dns,266.75,06-02-2019 5:10
90338,vdevice-host-name,dns,842.75,06-02-2019 5:15
90363,vdevice-host-name,dns,376.625,06-02-2019 5:20
90392,vdevice-host-name,dns,349.75,06-02-2019 5:25
90412,vdevice-host-name,dns,175,06-02-2019 5:30
90430,vdevice-host-name,dns,402.875,06-02-2019 5:35
90444,vdevice-host-name,dns,363,06-02-2019 5:40
90466,vdevice-host-name,dns,901.75,06-02-2019 5:45
90478,vdevice-host-name,dns,52.5,06-02-2019 5:50
90504,vdevice-host-name,dns,373,06-02-2019 5:55
90524,vdevice-host-name,dns,105,06-02-2019 6:00
90536,vdevice-host-name,dns,192.5,06-02-2019 6:05
90552,vdevice-host-name,dns,508.5,06-02-2019 6:10
90581,vdevice-host-name,dns,832.75,06-02-2019 6:15
90585,vdevice-host-name,dns,335.875,06-02-2019 6:20
90614,vdevice-host-name,dns,215.75,06-02-2019 6:25
90624,vdevice-host-name,dns,171.75,06-02-2019 6:30
90649,vdevice-host-name,dns,461.375,06-02-2019 6:35
90667,vdevice-host-name,dns,201.25,06-02-2019 6:40
90690,vdevice-host-name,dns,1180.5,06-02-2019 6:45
90710,vdevice-host-name,dns,210,06-02-2019 6:50
90729,vdevice-host-name,dns,253.75,06-02-2019 6:55
90737,vdevice-host-name,dns,101.75,06-02-2019 7:00
90771,vdevice-host-name,dns,192.5,06-02-2019 7:05
90780,vdevice-host-name,dns,287.5,06-02-2019 7:10
90796,vdevice-host-name,dns,999,06-02-2019 7:15
90823,vdevice-host-name,dns,579.125,06-02-2019 7:20
90842,vdevice-host-name,dns,87.5,06-02-2019 7:25
90860,vdevice-host-name,dns,303,06-02-2019 7:30
90869,vdevice-host-name,dns,397.375,06-02-2019 7:35
90903,vdevice-host-name,dns,310.5,06-02-2019 7:40
90923,vdevice-host-name,dns,904.25,06-02-2019 7:45
90938,vdevice-host-name,dns,248,06-02-2019 7:50
90947,vdevice-host-name,dns,122.5,06-02-2019 7:55
90968,vdevice-host-name,dns,177.5,06-02-2019 8:00
90989,vdevice-host-name,dns,175,06-02-2019 8:05
91008,vdevice-host-name,dns,789.625,06-02-2019 8:10
91028,vdevice-host-name,dns,761.25,06-02-2019 8:15
91056,vdevice-host-name,dns,140.375,06-02-2019 8:20
91065,vdevice-host-name,dns,105,06-02-2019 8:25
91088,vdevice-host-name,dns,564.125,06-02-2019 8:30
91097,vdevice-host-name,dns,213.875,06-02-2019 8:35
91129,vdevice-host-name,dns,105,06-02-2019 8:40
91144,vdevice-host-name,dns,901.75,06-02-2019 8:45
91164,vdevice-host-name,dns,245,06-02-2019 8:50
91173,vdevice-host-name,dns,122.5,06-02-2019 8:55
91204,vdevice-host-name,dns,360,06-02-2019 9:00
91222,vdevice-host-name,dns,140,06-02-2019 9:05
91234,vdevice-host-name,dns,195.5,06-02-2019 9:10
91260,vdevice-host-name,dns,910.75,06-02-2019 9:15
91285,vdevice-host-name,dns,227.875,06-02-2019 9:20
91301,vdevice-host-name,dns,140,06-02-2019 9:25
91314,vdevice-host-name,dns,430,06-02-2019 9:30
91343,vdevice-host-name,dns,356.375,06-02-2019 9:35
91350,vdevice-host-name,dns,213,06-02-2019 9:40
91363,vdevice-host-name,dns,824.75,06-02-2019 9:45
91388,vdevice-host-name,dns,178,06-02-2019 9:50
91408,vdevice-host-name,dns,140,06-02-2019 9:55
91429,vdevice-host-name,dns,380.25,06-02-2019 10:00
91457,vdevice-host-name,dns,253.75,06-02-2019 10:05
91459,vdevice-host-name,dns,122.5,06-02-2019 10:10
91481,vdevice-host-name,dns,768.25,06-02-2019 10:15
91507,vdevice-host-name,dns,534.625,06-02-2019 10:20
91522,vdevice-host-name,dns,178,06-02-2019 10:25
91547,vdevice-host-name,dns,340,06-02-2019 10:30
91553,vdevice-host-name,dns,425.875,06-02-2019 10:35
91589,vdevice-host-name,dns,233.5,06-02-2019 10:40
91595,vdevice-host-name,dns,949.25,06-02-2019 10:45
91618,vdevice-host-name,dns,212.5,06-02-2019 10:50
91630,vdevice-host-name,dns,122.5,06-02-2019 10:55
91655,vdevice-host-name,dns,462.5,06-02-2019 11:00
91683,vdevice-host-name,dns,160,06-02-2019 11:05
91695,vdevice-host-name,dns,318,06-02-2019 11:10
91722,vdevice-host-name,dns,855.75,06-02-2019 11:15
91732,vdevice-host-name,dns,440.375,06-02-2019 11:20
91753,vdevice-host-name,dns,52.5,06-02-2019 11:25
91779,vdevice-host-name,dns,360.5,06-02-2019 11:30
91785,vdevice-host-name,dns,446.375,06-02-2019 11:35
91800,vdevice-host-name,dns,192.5,06-02-2019 11:40
91837,vdevice-host-name,dns,865.75,06-02-2019 11:45
91850,vdevice-host-name,dns,142.5,06-02-2019 11:50
91875,vdevice-host-name,dns,105,06-02-2019 11:55
91876,vdevice-host-name,dns,270,06-02-2019 12:00
91896,vdevice-host-name,dns,358.5,06-02-2019 12:05
91917,vdevice-host-name,dns,122.5,06-02-2019 12:10
91949,vdevice-host-name,dns,843.75,06-02-2019 12:15
91966,vdevice-host-name,dns,352.875,06-02-2019 12:20
91985,vdevice-host-name,dns,105,06-02-2019 12:25
91994,vdevice-host-name,dns,1478.25,06-02-2019 12:30
92024,vdevice-host-name,dns,268.875,06-02-2019 12:35
92030,vdevice-host-name,dns,195.5,06-02-2019 12:40
92050,vdevice-host-name,dns,771.25,06-02-2019 12:45
92068,vdevice-host-name,dns,174.75,06-02-2019 12:50
92103,vdevice-host-name,dns,396.75,06-02-2019 12:55
92111,vdevice-host-name,dns,270,06-02-2019 13:00
92140,vdevice-host-name,dns,154.25,06-02-2019 13:05
92157,vdevice-host-name,dns,215.75,06-02-2019 13:10
92173,vdevice-host-name,dns,642,06-02-2019 13:15
92187,vdevice-host-name,dns,500.375,06-02-2019 13:20
92209,vdevice-host-name,dns,163.25,06-02-2019 13:25
92233,vdevice-host-name,dns,824.875,06-02-2019 13:30
92251,vdevice-host-name,dns,414.125,06-02-2019 13:35
92257,vdevice-host-name,dns,217.5,06-02-2019 13:40
92276,vdevice-host-name,dns,659.5,06-02-2019 13:45
92297,vdevice-host-name,dns,468,06-02-2019 13:50
92322,vdevice-host-name,dns,180.75,06-02-2019 13:55
92335,vdevice-host-name,dns,413,06-02-2019 14:00
92359,vdevice-host-name,dns,174.75,06-02-2019 14:05
92375,vdevice-host-name,dns,198.25,06-02-2019 14:10
92390,vdevice-host-name,dns,540,06-02-2019 14:15
92411,vdevice-host-name,dns,468.625,06-02-2019 14:20
92430,vdevice-host-name,dns,177.5,06-02-2019 14:25
92452,vdevice-host-name,dns,270,06-02-2019 14:30
92481,vdevice-host-name,dns,394.375,06-02-2019 14:35
92497,vdevice-host-name,dns,341,06-02-2019 14:40
92508,vdevice-host-name,dns,874.75,06-02-2019 14:45
92523,vdevice-host-name,dns,140,06-02-2019 14:50
92549,vdevice-host-name,dns,373,06-02-2019 14:55
92562,vdevice-host-name,dns,258,06-02-2019 15:00
92580,vdevice-host-name,dns,122.5,06-02-2019 15:05
92600,vdevice-host-name,dns,282.5,06-02-2019 15:10
92624,vdevice-host-name,dns,759.25,06-02-2019 15:15
92641,vdevice-host-name,dns,227.875,06-02-2019 15:20
92670,vdevice-host-name,dns,206.75,06-02-2019 15:25
92690,vdevice-host-name,dns,293.25,06-02-2019 15:30
92705,vdevice-host-name,dns,370.875,06-02-2019 15:35
92721,vdevice-host-name,dns,206.75,06-02-2019 15:40
92734,vdevice-host-name,dns,809,06-02-2019 15:45
92752,vdevice-host-name,dns,105,06-02-2019 15:50
92773,vdevice-host-name,dns,154.25,06-02-2019 15:55
92795,vdevice-host-name,dns,310.75,06-02-2019 16:00
92816,vdevice-host-name,dns,52.5,06-02-2019 16:05
92843,vdevice-host-name,dns,405.25,06-02-2019 16:10
92858,vdevice-host-name,dns,863,06-02-2019 16:15
92874,vdevice-host-name,dns,270.625,06-02-2019 16:20
92900,vdevice-host-name,dns,227.25,06-02-2019 16:25
92915,vdevice-host-name,dns,240.75,06-02-2019 16:30
92937,vdevice-host-name,dns,224.875,06-02-2019 16:35
92941,vdevice-host-name,dns,174.75,06-02-2019 16:40
92967,vdevice-host-name,dns,533.25,06-02-2019 16:45
92988,vdevice-host-name,dns,450.75,06-02-2019 16:50
