,Hostname,Application,Utilization(kb),Timestamp
475889,vdevice-host-name,dns,0.62,3/7/2019 8:25
475910,vdevice-host-name,new_relic,0.56,3/7/2019 8:25
475923,vdevice-host-name,salesforce,2.69,3/7/2019 8:25
475939,vdevice-host-name,https,8,3/7/2019 8:25
475942,vdevice-host-name,dns,0.73,3/7/2019 8:30
475961,vdevice-host-name,salesforce,2.02,3/7/2019 8:30
475978,vdevice-host-name,new_relic,2.15,3/7/2019 8:30
475983,vdevice-host-name,https,7.98,3/7/2019 8:30
475996,vdevice-host-name,salesforce,3.85,3/7/2019 8:35
476000,vdevice-host-name,new_relic,1.35,3/7/2019 8:35
476024,vdevice-host-name,https,7.05,3/7/2019 8:35
476027,vdevice-host-name,dns,1.01,3/7/2019 8:35
476048,vdevice-host-name,new_relic,1.36,3/7/2019 8:40
476063,vdevice-host-name,salesforce,2.69,3/7/2019 8:40
476072,vdevice-host-name,https,8.57,3/7/2019 8:40
476074,vdevice-host-name,dns,0.62,3/7/2019 8:40
476111,vdevice-host-name,dns,0.75,3/7/2019 8:45
476116,vdevice-host-name,https,7.63,3/7/2019 8:45
476141,vdevice-host-name,new_relic,0.56,3/7/2019 8:45
476144,vdevice-host-name,salesforce,2.87,3/7/2019 8:45
476162,vdevice-host-name,https,8.74,3/7/2019 8:50
476182,vdevice-host-name,dns,0.85,3/7/2019 8:50
476193,vdevice-host-name,new_relic,1.35,3/7/2019 8:50
476203,vdevice-host-name,salesforce,2.03,3/7/2019 8:50
476212,vdevice-host-name,dns,0.7,3/7/2019 8:55
476217,vdevice-host-name,new_relic,1.35,3/7/2019 8:55
476222,vdevice-host-name,salesforce,2.68,3/7/2019 8:55
476252,vdevice-host-name,https,7.97,3/7/2019 8:55
476265,vdevice-host-name,https,8.18,3/7/2019 9:00
476290,vdevice-host-name,new_relic,2.15,3/7/2019 9:00
476299,vdevice-host-name,salesforce,2.21,3/7/2019 9:00
476304,vdevice-host-name,dns,0.61,3/7/2019 9:00
476314,vdevice-host-name,new_relic,1.35,3/7/2019 9:05
476330,vdevice-host-name,salesforce,2.02,3/7/2019 9:05
476358,vdevice-host-name,dns,0.69,3/7/2019 9:05
476364,vdevice-host-name,https,8.17,3/7/2019 9:05
476375,vdevice-host-name,https,7.67,3/7/2019 9:10
476377,vdevice-host-name,salesforce,2.27,3/7/2019 9:10
476385,vdevice-host-name,dns,0.8,3/7/2019 9:10
476418,vdevice-host-name,new_relic,0.56,3/7/2019 9:10
476425,vdevice-host-name,salesforce,0.81,3/7/2019 9:15
476435,vdevice-host-name,new_relic,0.79,3/7/2019 9:15
476452,vdevice-host-name,https,11.84,3/7/2019 9:15
476456,vdevice-host-name,dns,1.07,3/7/2019 9:15
476479,vdevice-host-name,https,7.69,3/7/2019 9:20
476486,vdevice-host-name,dns,1.15,3/7/2019 9:20
476514,vdevice-host-name,new_relic,0.63,3/7/2019 9:20
476517,vdevice-host-name,salesforce,2.99,3/7/2019 9:20
476534,vdevice-host-name,https,8.44,3/7/2019 9:25
476555,vdevice-host-name,new_relic,2.94,3/7/2019 9:25
476570,vdevice-host-name,salesforce,2.59,3/7/2019 9:25
476577,vdevice-host-name,dns,0.7,3/7/2019 9:25
476587,vdevice-host-name,salesforce,4.42,3/7/2019 9:30
476598,vdevice-host-name,dns,0.7,3/7/2019 9:30
476600,vdevice-host-name,https,6.46,3/7/2019 9:30
476615,vdevice-host-name,new_relic,0.93,3/7/2019 9:30
476651,vdevice-host-name,https,4.22,3/7/2019 9:35
476657,vdevice-host-name,dns,2.17,3/7/2019 9:35
476666,vdevice-host-name,salesforce,0.95,3/7/2019 9:35
476676,vdevice-host-name,new_relic,1.02,3/7/2019 9:35
476691,vdevice-host-name,new_relic,0,3/7/2019 9:40
476699,vdevice-host-name,salesforce,0,3/7/2019 9:40
476709,vdevice-host-name,dns,2.31,3/7/2019 9:40
476727,vdevice-host-name,https,2.34,3/7/2019 9:40
476741,vdevice-host-name,salesforce,2.21,3/7/2019 9:45
476752,vdevice-host-name,dns,1.18,3/7/2019 9:45
476775,vdevice-host-name,new_relic,1.84,3/7/2019 9:45
476781,vdevice-host-name,https,9.02,3/7/2019 9:45
476797,vdevice-host-name,https,8.03,3/7/2019 9:50
476798,vdevice-host-name,salesforce,1.25,3/7/2019 9:50
476806,vdevice-host-name,dns,0.87,3/7/2019 9:50
476833,vdevice-host-name,new_relic,1.05,3/7/2019 9:50
476846,vdevice-host-name,salesforce,1.68,3/7/2019 9:55
476880,vdevice-host-name,https,8.19,3/7/2019 9:55
476885,vdevice-host-name,dns,0.54,3/7/2019 9:55
476890,vdevice-host-name,new_relic,1.66,3/7/2019 9:55
476899,vdevice-host-name,new_relic,1.37,3/7/2019 10:00
476912,vdevice-host-name,https,7.05,3/7/2019 10:00
476922,vdevice-host-name,salesforce,2.51,3/7/2019 10:00
476932,vdevice-host-name,dns,0.84,3/7/2019 10:00
476950,vdevice-host-name,new_relic,0,3/7/2019 10:05
476981,vdevice-host-name,salesforce,0.1,3/7/2019 10:05
476989,vdevice-host-name,https,4.06,3/7/2019 10:05
476995,vdevice-host-name,dns,1.51,3/7/2019 10:05
477009,vdevice-host-name,dns,2.4,3/7/2019 10:10
477017,vdevice-host-name,https,5.84,3/7/2019 10:10
477026,vdevice-host-name,new_relic,0.56,3/7/2019 10:10
477046,vdevice-host-name,salesforce,0.85,3/7/2019 10:10
477063,vdevice-host-name,new_relic,2.1,3/7/2019 10:15
477078,vdevice-host-name,https,7.38,3/7/2019 10:15
477088,vdevice-host-name,dns,1.56,3/7/2019 10:15
477091,vdevice-host-name,salesforce,1.33,3/7/2019 10:15
477108,vdevice-host-name,dns,0.73,3/7/2019 10:20
477111,vdevice-host-name,salesforce,3.84,3/7/2019 10:20
477142,vdevice-host-name,https,10.15,3/7/2019 10:20
477149,vdevice-host-name,new_relic,4.06,3/7/2019 10:20
477183,vdevice-host-name,dns,0.5,3/7/2019 10:25
477200,vdevice-host-name,salesforce,2.26,3/7/2019 10:25
477208,vdevice-host-name,https,6.51,3/7/2019 10:25
477212,vdevice-host-name,new_relic,0.9,3/7/2019 10:25
477223,vdevice-host-name,https,0,3/7/2019 10:30
477232,vdevice-host-name,salesforce,2.28,3/7/2019 10:30
477242,vdevice-host-name,dns,2.36,3/7/2019 10:30
477261,vdevice-host-name,new_relic,0,3/7/2019 10:30
477273,vdevice-host-name,https,3.39,3/7/2019 10:35
477282,vdevice-host-name,salesforce,0.99,3/7/2019 10:35
477299,vdevice-host-name,dns,1.96,3/7/2019 10:35
477312,vdevice-host-name,new_relic,0.63,3/7/2019 10:35
477322,vdevice-host-name,https,6.52,3/7/2019 10:40
477342,vdevice-host-name,dns,0.82,3/7/2019 10:40
477358,vdevice-host-name,new_relic,0.94,3/7/2019 10:40
477366,vdevice-host-name,salesforce,2.66,3/7/2019 10:40
477375,vdevice-host-name,salesforce,4.07,3/7/2019 10:45
477386,vdevice-host-name,dns,0.49,3/7/2019 10:45
477388,vdevice-host-name,https,8.09,3/7/2019 10:45
477416,vdevice-host-name,new_relic,2.09,3/7/2019 10:45
477438,vdevice-host-name,https,6.84,3/7/2019 10:50
477443,vdevice-host-name,new_relic,1.68,3/7/2019 10:50
477472,vdevice-host-name,salesforce,2.24,3/7/2019 10:50
477476,vdevice-host-name,dns,0.77,3/7/2019 10:50
477486,vdevice-host-name,new_relic,0.61,3/7/2019 10:55
477492,vdevice-host-name,https,0.4,3/7/2019 10:55
477505,vdevice-host-name,dns,1.67,3/7/2019 10:55
477526,vdevice-host-name,salesforce,1.45,3/7/2019 10:55
477537,vdevice-host-name,salesforce,0,3/7/2019 11:00
477551,vdevice-host-name,https,0.42,3/7/2019 11:00
477570,vdevice-host-name,new_relic,0,3/7/2019 11:00
477575,vdevice-host-name,dns,2.66,3/7/2019 11:00
477594,vdevice-host-name,https,9.26,3/7/2019 11:05
477611,vdevice-host-name,new_relic,0.98,3/7/2019 11:05
477614,vdevice-host-name,salesforce,2.72,3/7/2019 11:05
477624,vdevice-host-name,dns,1.27,3/7/2019 11:05
477650,vdevice-host-name,https,8.82,3/7/2019 11:10
477663,vdevice-host-name,new_relic,1.49,3/7/2019 11:10
477667,vdevice-host-name,salesforce,3.3,3/7/2019 11:10
477689,vdevice-host-name,dns,0.72,3/7/2019 11:10
477693,vdevice-host-name,new_relic,1.35,3/7/2019 11:15
477713,vdevice-host-name,dns,0.57,3/7/2019 11:15
477720,vdevice-host-name,https,7.88,3/7/2019 11:15
477742,vdevice-host-name,salesforce,3.46,3/7/2019 11:15
477751,vdevice-host-name,https,8.48,3/7/2019 11:20
477773,vdevice-host-name,dns,0.63,3/7/2019 11:20
477783,vdevice-host-name,salesforce,2.66,3/7/2019 11:20
477789,vdevice-host-name,new_relic,0.79,3/7/2019 11:20
477819,vdevice-host-name,dns,0.64,3/7/2019 11:25
477820,vdevice-host-name,new_relic,1.91,3/7/2019 11:25
477823,vdevice-host-name,salesforce,2.66,3/7/2019 11:25
477827,vdevice-host-name,https,8,3/7/2019 11:25
477869,vdevice-host-name,new_relic,2.07,3/7/2019 11:30
477880,vdevice-host-name,https,8.61,3/7/2019 11:30
477881,vdevice-host-name,dns,0.6,3/7/2019 11:30
477900,vdevice-host-name,salesforce,3.87,3/7/2019 11:30
477925,vdevice-host-name,salesforce,0.85,3/7/2019 11:35
477929,vdevice-host-name,https,2.88,3/7/2019 11:35
477938,vdevice-host-name,dns,1.55,3/7/2019 11:35
477939,vdevice-host-name,new_relic,0.56,3/7/2019 11:35
477957,vdevice-host-name,dns,0.72,3/7/2019 11:40
477959,vdevice-host-name,https,7.19,3/7/2019 11:40
477990,vdevice-host-name,salesforce,3.18,3/7/2019 11:40
478004,vdevice-host-name,new_relic,1.36,3/7/2019 11:40
478031,vdevice-host-name,new_relic,1.43,3/7/2019 11:45
478051,vdevice-host-name,https,8.2,3/7/2019 11:45
478055,vdevice-host-name,dns,0.6,3/7/2019 11:45
478061,vdevice-host-name,salesforce,2.58,3/7/2019 11:45
478063,vdevice-host-name,dns,0.84,3/7/2019 11:50
478070,vdevice-host-name,new_relic,0.79,3/7/2019 11:50
478076,vdevice-host-name,salesforce,2.69,3/7/2019 11:50
478094,vdevice-host-name,https,9.15,3/7/2019 11:50
478125,vdevice-host-name,dns,0.75,3/7/2019 11:55
478143,vdevice-host-name,salesforce,3.18,3/7/2019 11:55
478145,vdevice-host-name,new_relic,1.35,3/7/2019 11:55
478148,vdevice-host-name,https,7.81,3/7/2019 11:55
478187,vdevice-host-name,dns,0.57,3/7/2019 12:00
478195,vdevice-host-name,salesforce,2.01,3/7/2019 12:00
478210,vdevice-host-name,new_relic,2.05,3/7/2019 12:00
478211,vdevice-host-name,https,7.86,3/7/2019 12:00
478228,vdevice-host-name,salesforce,2.69,3/7/2019 12:05
478249,vdevice-host-name,https,8.74,3/7/2019 12:05
478263,vdevice-host-name,new_relic,1.42,3/7/2019 12:05
478272,vdevice-host-name,dns,0.72,3/7/2019 12:05
478276,vdevice-host-name,dns,0.83,3/7/2019 12:10
478313,vdevice-host-name,https,8.72,3/7/2019 12:10
478323,vdevice-host-name,new_relic,1.36,3/7/2019 12:10
478326,vdevice-host-name,salesforce,2.22,3/7/2019 12:10
478351,vdevice-host-name,new_relic,0.8,3/7/2019 12:15
478354,vdevice-host-name,https,7.8,3/7/2019 12:15
478361,vdevice-host-name,salesforce,2.69,3/7/2019 12:15
478371,vdevice-host-name,dns,0.55,3/7/2019 12:15
478384,vdevice-host-name,salesforce,2.03,3/7/2019 12:20
478412,vdevice-host-name,https,8.35,3/7/2019 12:20
478413,vdevice-host-name,new_relic,1.36,3/7/2019 12:20
478420,vdevice-host-name,dns,0.83,3/7/2019 12:20
478455,vdevice-host-name,salesforce,2.68,3/7/2019 12:25
478468,vdevice-host-name,dns,0.7,3/7/2019 12:25
478479,vdevice-host-name,new_relic,1.35,3/7/2019 12:25
478481,vdevice-host-name,https,7.6,3/7/2019 12:25
478488,vdevice-host-name,new_relic,1.92,3/7/2019 12:30
478499,vdevice-host-name,salesforce,2.08,3/7/2019 12:30
478503,vdevice-host-name,dns,1.71,3/7/2019 12:30
478521,vdevice-host-name,https,7.98,3/7/2019 12:30
478560,vdevice-host-name,salesforce,3.87,3/7/2019 12:35
478578,vdevice-host-name,new_relic,1.35,3/7/2019 12:35
478579,vdevice-host-name,https,8.36,3/7/2019 12:35
478586,vdevice-host-name,dns,0.67,3/7/2019 12:35
478626,vdevice-host-name,https,4.88,3/7/2019 12:40
478627,vdevice-host-name,dns,1.11,3/7/2019 12:40
478635,vdevice-host-name,new_relic,2.32,3/7/2019 12:40
478640,vdevice-host-name,salesforce,2.19,3/7/2019 12:40
478648,vdevice-host-name,https,0.57,3/7/2019 12:45
478669,vdevice-host-name,salesforce,0,3/7/2019 12:45
478672,vdevice-host-name,new_relic,0,3/7/2019 12:45
478676,vdevice-host-name,dns,2.35,3/7/2019 12:45
478698,vdevice-host-name,salesforce,0.18,3/7/2019 12:50
478700,vdevice-host-name,https,0,3/7/2019 12:50
478722,vdevice-host-name,dns,1.92,3/7/2019 12:50
478723,vdevice-host-name,new_relic,1.22,3/7/2019 12:50
478761,vdevice-host-name,new_relic,0.56,3/7/2019 12:55
478768,vdevice-host-name,salesforce,1.42,3/7/2019 12:55
478777,vdevice-host-name,https,5.55,3/7/2019 12:55
478801,vdevice-host-name,dns,2.2,3/7/2019 12:55
478812,vdevice-host-name,dns,0.77,3/7/2019 13:00
478822,vdevice-host-name,new_relic,0.8,3/7/2019 13:00
478828,vdevice-host-name,https,8.37,3/7/2019 13:00
478833,vdevice-host-name,salesforce,2.86,3/7/2019 13:00
478858,vdevice-host-name,dns,0.84,3/7/2019 13:05
478878,vdevice-host-name,salesforce,2.01,3/7/2019 13:05
478895,vdevice-host-name,new_relic,1.36,3/7/2019 13:05
478907,vdevice-host-name,https,7.07,3/7/2019 13:05
478922,vdevice-host-name,new_relic,1.34,3/7/2019 13:10
478935,vdevice-host-name,dns,0.67,3/7/2019 13:10
478936,vdevice-host-name,salesforce,2.51,3/7/2019 13:10
478945,vdevice-host-name,https,7.06,3/7/2019 13:10
478964,vdevice-host-name,https,7.81,3/7/2019 13:15
478970,vdevice-host-name,new_relic,1.36,3/7/2019 13:15
478999,vdevice-host-name,salesforce,1.38,3/7/2019 13:15
479011,vdevice-host-name,dns,0.8,3/7/2019 13:15
479034,vdevice-host-name,dns,0.61,3/7/2019 13:20
479043,vdevice-host-name,https,8.35,3/7/2019 13:20
479058,vdevice-host-name,salesforce,1.56,3/7/2019 13:20
479062,vdevice-host-name,new_relic,1.36,3/7/2019 13:20
479075,vdevice-host-name,dns,0.71,3/7/2019 13:25
479092,vdevice-host-name,salesforce,1.38,3/7/2019 13:25
479093,vdevice-host-name,https,7.05,3/7/2019 13:25
479095,vdevice-host-name,new_relic,1.35,3/7/2019 13:25
479133,vdevice-host-name,salesforce,2.54,3/7/2019 13:30
479137,vdevice-host-name,https,8.52,3/7/2019 13:30
479157,vdevice-host-name,dns,0.84,3/7/2019 13:30
479170,vdevice-host-name,new_relic,1.36,3/7/2019 13:30
479185,vdevice-host-name,new_relic,1.35,3/7/2019 13:35
479190,vdevice-host-name,https,7.83,3/7/2019 13:35
479217,vdevice-host-name,salesforce,1.56,3/7/2019 13:35
479223,vdevice-host-name,dns,0.84,3/7/2019 13:35
479232,vdevice-host-name,https,7.6,3/7/2019 13:40
479253,vdevice-host-name,dns,0.68,3/7/2019 13:40
479257,vdevice-host-name,new_relic,1.36,3/7/2019 13:40
479272,vdevice-host-name,salesforce,1.38,3/7/2019 13:40
479313,vdevice-host-name,salesforce,1.38,3/7/2019 13:45
479324,vdevice-host-name,dns,0.72,3/7/2019 13:45
479328,vdevice-host-name,new_relic,1.35,3/7/2019 13:45
479331,vdevice-host-name,https,7.64,3/7/2019 13:45
479336,vdevice-host-name,dns,0.6,3/7/2019 13:50
479341,vdevice-host-name,salesforce,1.59,3/7/2019 13:50
479350,vdevice-host-name,new_relic,1.35,3/7/2019 13:50
479359,vdevice-host-name,https,7.97,3/7/2019 13:50
479388,vdevice-host-name,new_relic,1.36,3/7/2019 13:55
479402,vdevice-host-name,salesforce,1.38,3/7/2019 13:55
479415,vdevice-host-name,dns,0.79,3/7/2019 13:55
479426,vdevice-host-name,https,7.88,3/7/2019 13:55
479446,vdevice-host-name,new_relic,1.35,3/7/2019 14:00
479463,vdevice-host-name,https,8.34,3/7/2019 14:00
479469,vdevice-host-name,salesforce,1.87,3/7/2019 14:00
479477,vdevice-host-name,dns,0.61,3/7/2019 14:00
479500,vdevice-host-name,dns,0.82,3/7/2019 14:05
479514,vdevice-host-name,new_relic,1.36,3/7/2019 14:05
479516,vdevice-host-name,salesforce,1.36,3/7/2019 14:05
479540,vdevice-host-name,https,7.62,3/7/2019 14:05
479559,vdevice-host-name,new_relic,1.35,3/7/2019 14:10
479571,vdevice-host-name,https,7.61,3/7/2019 14:10
479577,vdevice-host-name,dns,0.83,3/7/2019 14:10
479579,vdevice-host-name,salesforce,3.18,3/7/2019 14:10
479615,vdevice-host-name,new_relic,1.35,3/7/2019 14:15
479616,vdevice-host-name,salesforce,2.69,3/7/2019 14:15
479620,vdevice-host-name,dns,0.63,3/7/2019 14:15
479648,vdevice-host-name,https,8.2,3/7/2019 14:15
479660,vdevice-host-name,dns,0.69,3/7/2019 14:20
479675,vdevice-host-name,new_relic,1.36,3/7/2019 14:20
479678,vdevice-host-name,salesforce,2.91,3/7/2019 14:20
479686,vdevice-host-name,https,7.42,3/7/2019 14:20
479705,vdevice-host-name,dns,0.59,3/7/2019 14:25
479708,vdevice-host-name,new_relic,1.35,3/7/2019 14:25
479731,vdevice-host-name,https,7.27,3/7/2019 14:25
479733,vdevice-host-name,salesforce,2.53,3/7/2019 14:25
479778,vdevice-host-name,salesforce,1.38,3/7/2019 14:30
479780,vdevice-host-name,new_relic,1.36,3/7/2019 14:30
479787,vdevice-host-name,dns,0.63,3/7/2019 14:30
479800,vdevice-host-name,https,7.16,3/7/2019 14:30
479820,vdevice-host-name,new_relic,1.35,3/7/2019 14:35
479823,vdevice-host-name,salesforce,1.37,3/7/2019 14:35
479827,vdevice-host-name,dns,0.73,3/7/2019 14:35
479835,vdevice-host-name,https,8.22,3/7/2019 14:35
479873,vdevice-host-name,dns,0.62,3/7/2019 14:40
479888,vdevice-host-name,https,7.6,3/7/2019 14:40
479900,vdevice-host-name,new_relic,1.36,3/7/2019 14:40
479908,vdevice-host-name,salesforce,1.54,3/7/2019 14:40
479917,vdevice-host-name,new_relic,1.35,3/7/2019 14:45
479938,vdevice-host-name,https,7.55,3/7/2019 14:45
479943,vdevice-host-name,salesforce,1.56,3/7/2019 14:45
479954,vdevice-host-name,dns,0.86,3/7/2019 14:45
479993,vdevice-host-name,salesforce,1.35,3/7/2019 14:50
479997,vdevice-host-name,new_relic,1.37,3/7/2019 14:50
479999,vdevice-host-name,https,7.99,3/7/2019 14:50
480002,vdevice-host-name,dns,0.62,3/7/2019 14:50
480055,vdevice-host-name,salesforce,1.38,3/7/2019 14:55
480064,vdevice-host-name,https,7.96,3/7/2019 14:55
480071,vdevice-host-name,dns,0.62,3/7/2019 14:55
480072,vdevice-host-name,new_relic,1.35,3/7/2019 14:55
480077,vdevice-host-name,new_relic,1.36,3/7/2019 15:00
480093,vdevice-host-name,salesforce,1.55,3/7/2019 15:00
480095,vdevice-host-name,dns,0.8,3/7/2019 15:00
480111,vdevice-host-name,https,8.99,3/7/2019 15:00
480130,vdevice-host-name,salesforce,1.37,3/7/2019 15:05
480133,vdevice-host-name,https,7.35,3/7/2019 15:05
480140,vdevice-host-name,new_relic,1.36,3/7/2019 15:05
480170,vdevice-host-name,dns,0.8,3/7/2019 15:05
480202,vdevice-host-name,https,8,3/7/2019 15:10
480224,vdevice-host-name,new_relic,1.38,3/7/2019 15:10
480225,vdevice-host-name,dns,0.63,3/7/2019 15:10
480226,vdevice-host-name,salesforce,1.55,3/7/2019 15:10
480239,vdevice-host-name,salesforce,3.44,3/7/2019 15:15
480241,vdevice-host-name,new_relic,1.35,3/7/2019 15:15
480256,vdevice-host-name,https,8.05,3/7/2019 15:15
480263,vdevice-host-name,dns,0.81,3/7/2019 15:15
480305,vdevice-host-name,https,8.83,3/7/2019 15:20
480330,vdevice-host-name,salesforce,2.86,3/7/2019 15:20
480337,vdevice-host-name,new_relic,1.35,3/7/2019 15:20
480338,vdevice-host-name,dns,0.65,3/7/2019 15:20
480356,vdevice-host-name,dns,0.57,3/7/2019 15:25
480365,vdevice-host-name,https,7.42,3/7/2019 15:25
480381,vdevice-host-name,new_relic,1.36,3/7/2019 15:25
480383,vdevice-host-name,salesforce,2.86,3/7/2019 15:25
480400,vdevice-host-name,https,6.99,3/7/2019 15:30
480416,vdevice-host-name,salesforce,1.33,3/7/2019 15:30
480429,vdevice-host-name,new_relic,1.35,3/7/2019 15:30
480435,vdevice-host-name,dns,0.76,3/7/2019 15:30
480470,vdevice-host-name,dns,0.75,3/7/2019 15:35
480492,vdevice-host-name,new_relic,1.35,3/7/2019 15:35
480495,vdevice-host-name,https,8.76,3/7/2019 15:35
480499,vdevice-host-name,salesforce,2.9,3/7/2019 15:35
480515,vdevice-host-name,dns,0.6,3/7/2019 15:40
480528,vdevice-host-name,https,7.08,3/7/2019 15:40
480531,vdevice-host-name,new_relic,1.36,3/7/2019 15:40
480537,vdevice-host-name,salesforce,2.01,3/7/2019 15:40
480574,vdevice-host-name,https,9.9,3/7/2019 15:45
480582,vdevice-host-name,new_relic,1.36,3/7/2019 15:45
480585,vdevice-host-name,salesforce,2.42,3/7/2019 15:45
480596,vdevice-host-name,dns,1.14,3/7/2019 15:45
480629,vdevice-host-name,salesforce,2.22,3/7/2019 15:50
480631,vdevice-host-name,new_relic,1.36,3/7/2019 15:50
480632,vdevice-host-name,https,8.29,3/7/2019 15:50
480645,vdevice-host-name,dns,0.68,3/7/2019 15:50
480671,vdevice-host-name,new_relic,1.35,3/7/2019 15:55
480685,vdevice-host-name,salesforce,2.22,3/7/2019 15:55
480688,vdevice-host-name,dns,0.56,3/7/2019 15:55
480707,vdevice-host-name,https,8.53,3/7/2019 15:55
480715,vdevice-host-name,dns,0.85,3/7/2019 16:00
480730,vdevice-host-name,https,8.16,3/7/2019 16:00
480744,vdevice-host-name,new_relic,1.35,3/7/2019 16:00
480745,vdevice-host-name,salesforce,2.22,3/7/2019 16:00
480778,vdevice-host-name,dns,0.9,3/7/2019 16:05
480784,vdevice-host-name,https,7.99,3/7/2019 16:05
480802,vdevice-host-name,new_relic,1.36,3/7/2019 16:05
480803,vdevice-host-name,salesforce,2.55,3/7/2019 16:05
480824,vdevice-host-name,dns,0.64,3/7/2019 16:10
480828,vdevice-host-name,new_relic,1.35,3/7/2019 16:10
480841,vdevice-host-name,salesforce,3.21,3/7/2019 16:10
480861,vdevice-host-name,https,7.24,3/7/2019 16:10
480871,vdevice-host-name,new_relic,1.36,3/7/2019 16:15
480901,vdevice-host-name,https,8.79,3/7/2019 16:15
480910,vdevice-host-name,salesforce,2.86,3/7/2019 16:15
480920,vdevice-host-name,dns,0.83,3/7/2019 16:15
480927,vdevice-host-name,https,7.63,3/7/2019 16:20
480960,vdevice-host-name,new_relic,1.34,3/7/2019 16:20
480962,vdevice-host-name,salesforce,1.56,3/7/2019 16:20
480971,vdevice-host-name,dns,0.63,3/7/2019 16:20
480987,vdevice-host-name,salesforce,3.18,3/7/2019 16:25
480994,vdevice-host-name,dns,0.61,3/7/2019 16:25
481017,vdevice-host-name,new_relic,1.36,3/7/2019 16:25
481022,vdevice-host-name,https,7.96,3/7/2019 16:25
481038,vdevice-host-name,new_relic,1.35,3/7/2019 16:30
481048,vdevice-host-name,salesforce,2.69,3/7/2019 16:30
481077,vdevice-host-name,dns,0.75,3/7/2019 16:30
481079,vdevice-host-name,https,8.01,3/7/2019 16:30
481093,vdevice-host-name,salesforce,2.67,3/7/2019 16:35
481094,vdevice-host-name,https,7.42,3/7/2019 16:35
481116,vdevice-host-name,dns,0.87,3/7/2019 16:35
481129,vdevice-host-name,new_relic,1.35,3/7/2019 16:35
481150,vdevice-host-name,new_relic,1.35,3/7/2019 16:40
481171,vdevice-host-name,salesforce,1.37,3/7/2019 16:40
481178,vdevice-host-name,dns,0.5,3/7/2019 16:40
481185,vdevice-host-name,https,6.59,3/7/2019 16:40
481197,vdevice-host-name,new_relic,1.36,3/7/2019 16:45
481202,vdevice-host-name,salesforce,1.36,3/7/2019 16:45
481211,vdevice-host-name,https,8.57,3/7/2019 16:45
481237,vdevice-host-name,dns,0.85,3/7/2019 16:45
481249,vdevice-host-name,dns,0.73,3/7/2019 16:50
481263,vdevice-host-name,https,9.03,3/7/2019 16:50
481283,vdevice-host-name,new_relic,1.35,3/7/2019 16:50
481288,vdevice-host-name,salesforce,1.37,3/7/2019 16:50
481305,vdevice-host-name,https,7.97,3/7/2019 16:55
481315,vdevice-host-name,new_relic,0.57,3/7/2019 16:55
481328,vdevice-host-name,dns,0.54,3/7/2019 16:55
481334,vdevice-host-name,salesforce,1.37,3/7/2019 16:55
481358,vdevice-host-name,dns,0.79,3/7/2019 17:00
481378,vdevice-host-name,salesforce,1.36,3/7/2019 17:00
481383,vdevice-host-name,new_relic,2.14,3/7/2019 17:00
481394,vdevice-host-name,https,7.62,3/7/2019 17:00
481409,vdevice-host-name,https,7.83,3/7/2019 17:05
481410,vdevice-host-name,salesforce,1.36,3/7/2019 17:05
481431,vdevice-host-name,dns,0.84,3/7/2019 17:05
481433,vdevice-host-name,new_relic,1.36,3/7/2019 17:05
481457,vdevice-host-name,salesforce,1.87,3/7/2019 17:10
481469,vdevice-host-name,dns,0.62,3/7/2019 17:10
481476,vdevice-host-name,new_relic,1.35,3/7/2019 17:10
481489,vdevice-host-name,https,6.56,3/7/2019 17:10
481510,vdevice-host-name,new_relic,1.36,3/7/2019 17:15
481522,vdevice-host-name,dns,0.8,3/7/2019 17:15
481550,vdevice-host-name,https,8.48,3/7/2019 17:15
481558,vdevice-host-name,salesforce,1.37,3/7/2019 17:15
481587,vdevice-host-name,new_relic,0.56,3/7/2019 17:20
481588,vdevice-host-name,https,6.42,3/7/2019 17:20
481598,vdevice-host-name,dns,0.62,3/7/2019 17:20
481612,vdevice-host-name,salesforce,1.86,3/7/2019 17:20
481619,vdevice-host-name,https,8.05,3/7/2019 17:25
481624,vdevice-host-name,dns,0.73,3/7/2019 17:25
481642,vdevice-host-name,salesforce,1.85,3/7/2019 17:25
481656,vdevice-host-name,new_relic,1.36,3/7/2019 17:25
481666,vdevice-host-name,salesforce,1.37,3/7/2019 17:30
481676,vdevice-host-name,https,8.85,3/7/2019 17:30
481697,vdevice-host-name,new_relic,2.15,3/7/2019 17:30
481701,vdevice-host-name,dns,0.7,3/7/2019 17:30
481721,vdevice-host-name,https,7.32,3/7/2019 17:35
481732,vdevice-host-name,dns,0.91,3/7/2019 17:35
481739,vdevice-host-name,new_relic,1.35,3/7/2019 17:35
481746,vdevice-host-name,salesforce,2.68,3/7/2019 17:35
481793,vdevice-host-name,dns,0.71,3/7/2019 17:40
481808,vdevice-host-name,salesforce,2.69,3/7/2019 17:40
481815,vdevice-host-name,new_relic,1.36,3/7/2019 17:40
481818,vdevice-host-name,https,7.8,3/7/2019 17:40
481837,vdevice-host-name,https,8.27,3/7/2019 17:45
481854,vdevice-host-name,salesforce,2.68,3/7/2019 17:45
481865,vdevice-host-name,dns,0.69,3/7/2019 17:45
481873,vdevice-host-name,new_relic,0.56,3/7/2019 17:45
481896,vdevice-host-name,new_relic,1.35,3/7/2019 17:50
481914,vdevice-host-name,salesforce,1.38,3/7/2019 17:50
481916,vdevice-host-name,https,8.15,3/7/2019 17:50
