,Hostname,Application,Utilization(kb),Timestamp
126387,vdevice-host-name,dns,1.18,2/12/2019 1:35
126396,vdevice-host-name,salesforce,1.36,2/12/2019 1:40
126398,vdevice-host-name,dns,1.01,2/12/2019 1:40
126411,vdevice-host-name,new_relic,1.36,2/12/2019 1:40
126425,vdevice-host-name,https,6.69,2/12/2019 1:40
126452,vdevice-host-name,https,6.48,2/12/2019 1:45
126458,vdevice-host-name,new_relic,1.35,2/12/2019 1:45
126460,vdevice-host-name,dns,1.18,2/12/2019 1:45
126472,vdevice-host-name,salesforce,1.36,2/12/2019 1:45
126477,vdevice-host-name,salesforce,1.35,2/12/2019 1:50
126482,vdevice-host-name,dns,0.92,2/12/2019 1:50
126484,vdevice-host-name,new_relic,0.79,2/12/2019 1:50
126497,vdevice-host-name,https,6.92,2/12/2019 1:50
126536,vdevice-host-name,https,6.28,2/12/2019 1:55
126541,vdevice-host-name,dns,1.16,2/12/2019 1:55
126547,vdevice-host-name,salesforce,1.42,2/12/2019 1:55
126551,vdevice-host-name,new_relic,1.92,2/12/2019 1:55
126559,vdevice-host-name,https,6.87,2/12/2019 2:00
126568,vdevice-host-name,dns,0.82,2/12/2019 2:00
126579,vdevice-host-name,new_relic,1.35,2/12/2019 2:00
126591,vdevice-host-name,salesforce,1.86,2/12/2019 2:00
126604,vdevice-host-name,new_relic,1.35,2/12/2019 2:05
126615,vdevice-host-name,dns,0.72,2/12/2019 2:05
126627,vdevice-host-name,salesforce,2.08,2/12/2019 2:05
126628,vdevice-host-name,https,6.85,2/12/2019 2:05
126634,vdevice-host-name,https,6.55,2/12/2019 2:10
126642,vdevice-host-name,salesforce,2,2/12/2019 2:10
126647,vdevice-host-name,dns,0.97,2/12/2019 2:10
126653,vdevice-host-name,new_relic,1.36,2/12/2019 2:10
126682,vdevice-host-name,dns,1.17,2/12/2019 2:15
126685,vdevice-host-name,new_relic,1.35,2/12/2019 2:15
126690,vdevice-host-name,https,7.05,2/12/2019 2:15
126711,vdevice-host-name,salesforce,1.34,2/12/2019 2:15
126723,vdevice-host-name,new_relic,0.8,2/12/2019 2:20
126727,vdevice-host-name,dns,0.76,2/12/2019 2:20
126741,vdevice-host-name,https,6.64,2/12/2019 2:20
126748,vdevice-host-name,salesforce,1.37,2/12/2019 2:20
126767,vdevice-host-name,new_relic,1.35,2/12/2019 2:25
126780,vdevice-host-name,salesforce,1.36,2/12/2019 2:25
126784,vdevice-host-name,dns,1.14,2/12/2019 2:25
126788,vdevice-host-name,https,5.93,2/12/2019 2:25
126795,vdevice-host-name,salesforce,1.36,2/12/2019 2:30
126802,vdevice-host-name,https,5.9,2/12/2019 2:30
126803,vdevice-host-name,new_relic,1.91,2/12/2019 2:30
126807,vdevice-host-name,dns,1.07,2/12/2019 2:30
126838,vdevice-host-name,dns,1.13,2/12/2019 2:35
126858,vdevice-host-name,new_relic,1.35,2/12/2019 2:35
126861,vdevice-host-name,https,6.28,2/12/2019 2:35
126866,vdevice-host-name,salesforce,1.35,2/12/2019 2:35
126880,vdevice-host-name,new_relic,1.35,2/12/2019 2:40
126886,vdevice-host-name,salesforce,1.37,2/12/2019 2:40
126903,vdevice-host-name,https,8.51,2/12/2019 2:40
126906,vdevice-host-name,dns,1.04,2/12/2019 2:40
126918,vdevice-host-name,dns,1.21,2/12/2019 2:45
126921,vdevice-host-name,salesforce,1.36,2/12/2019 2:45
126937,vdevice-host-name,new_relic,1.36,2/12/2019 2:45
126938,vdevice-host-name,https,6.95,2/12/2019 2:45
126956,vdevice-host-name,salesforce,1.85,2/12/2019 2:50
126969,vdevice-host-name,https,5.94,2/12/2019 2:50
126970,vdevice-host-name,new_relic,0.79,2/12/2019 2:50
126980,vdevice-host-name,dns,0.76,2/12/2019 2:50
127000,vdevice-host-name,https,6.83,2/12/2019 2:55
127010,vdevice-host-name,new_relic,1.35,2/12/2019 2:55
127025,vdevice-host-name,dns,0.96,2/12/2019 2:55
127027,vdevice-host-name,salesforce,1.37,2/12/2019 2:55
127049,vdevice-host-name,salesforce,1.36,2/12/2019 3:00
127051,vdevice-host-name,dns,1.21,2/12/2019 3:00
127052,vdevice-host-name,https,5.84,2/12/2019 3:00
127063,vdevice-host-name,new_relic,1.35,2/12/2019 3:00
127084,vdevice-host-name,new_relic,1.36,2/12/2019 3:05
127090,vdevice-host-name,https,7.31,2/12/2019 3:05
127101,vdevice-host-name,salesforce,2.02,2/12/2019 3:05
127107,vdevice-host-name,dns,0.77,2/12/2019 3:05
127116,vdevice-host-name,dns,0.95,2/12/2019 3:10
127124,vdevice-host-name,salesforce,2.01,2/12/2019 3:10
127129,vdevice-host-name,https,7.2,2/12/2019 3:10
127141,vdevice-host-name,new_relic,1.92,2/12/2019 3:10
127171,vdevice-host-name,https,6.28,2/12/2019 3:15
127179,vdevice-host-name,salesforce,1.36,2/12/2019 3:15
127184,vdevice-host-name,new_relic,1.35,2/12/2019 3:15
127192,vdevice-host-name,dns,1.38,2/12/2019 3:15
127199,vdevice-host-name,https,6.85,2/12/2019 3:20
127202,vdevice-host-name,salesforce,1.36,2/12/2019 3:20
127206,vdevice-host-name,new_relic,0.79,2/12/2019 3:20
127209,vdevice-host-name,dns,0.73,2/12/2019 3:20
127238,vdevice-host-name,salesforce,1.37,2/12/2019 3:25
127245,vdevice-host-name,https,5.32,2/12/2019 3:25
127246,vdevice-host-name,dns,0.95,2/12/2019 3:25
127259,vdevice-host-name,new_relic,1.35,2/12/2019 3:25
127279,vdevice-host-name,dns,1.07,2/12/2019 3:30
127296,vdevice-host-name,https,3.83,2/12/2019 3:30
127301,vdevice-host-name,salesforce,1.21,2/12/2019 3:30
127309,vdevice-host-name,new_relic,1.42,2/12/2019 3:30
127324,vdevice-host-name,https,76.3,2/12/2019 3:35
127329,vdevice-host-name,dns,5.52,2/12/2019 3:35
127333,vdevice-host-name,new_relic,0,2/12/2019 3:35
127335,vdevice-host-name,salesforce,0,2/12/2019 3:35
127363,vdevice-host-name,https,5.22,2/12/2019 3:40
127369,vdevice-host-name,dns,1.52,2/12/2019 3:40
127371,vdevice-host-name,new_relic,1.35,2/12/2019 3:40
127383,vdevice-host-name,salesforce,2.91,2/12/2019 3:40
127404,vdevice-host-name,salesforce,2.65,2/12/2019 3:45
127412,vdevice-host-name,new_relic,0.64,2/12/2019 3:45
127417,vdevice-host-name,https,3.75,2/12/2019 3:45
127429,vdevice-host-name,dns,1.56,2/12/2019 3:45
127433,vdevice-host-name,new_relic,0,2/12/2019 3:50
127442,vdevice-host-name,salesforce,2.17,2/12/2019 3:50
127454,vdevice-host-name,https,5.22,2/12/2019 3:50
127470,vdevice-host-name,dns,1.52,2/12/2019 3:50
127473,vdevice-host-name,https,7,2/12/2019 3:55
127481,vdevice-host-name,new_relic,1.35,2/12/2019 3:55
127500,vdevice-host-name,dns,1.23,2/12/2019 3:55
127506,vdevice-host-name,salesforce,1.15,2/12/2019 3:55
127521,vdevice-host-name,https,6.83,2/12/2019 4:00
127523,vdevice-host-name,dns,1.2,2/12/2019 4:00
127530,vdevice-host-name,new_relic,1.35,2/12/2019 4:00
127552,vdevice-host-name,salesforce,1.36,2/12/2019 4:00
127560,vdevice-host-name,dns,0.85,2/12/2019 4:05
127578,vdevice-host-name,salesforce,1.37,2/12/2019 4:05
127589,vdevice-host-name,new_relic,1.35,2/12/2019 4:05
127591,vdevice-host-name,https,6.47,2/12/2019 4:05
127616,vdevice-host-name,new_relic,1.35,2/12/2019 4:10
127621,vdevice-host-name,https,6.82,2/12/2019 4:10
127625,vdevice-host-name,dns,1.01,2/12/2019 4:10
127631,vdevice-host-name,salesforce,1.36,2/12/2019 4:10
127644,vdevice-host-name,new_relic,1.35,2/12/2019 4:15
127647,vdevice-host-name,dns,1.12,2/12/2019 4:15
127657,vdevice-host-name,https,5.71,2/12/2019 4:15
127665,vdevice-host-name,salesforce,1.36,2/12/2019 4:15
127677,vdevice-host-name,new_relic,1.35,2/12/2019 4:20
127679,vdevice-host-name,dns,0.7,2/12/2019 4:20
127681,vdevice-host-name,https,6.84,2/12/2019 4:20
127700,vdevice-host-name,salesforce,1.37,2/12/2019 4:20
127716,vdevice-host-name,new_relic,1.36,2/12/2019 4:25
127720,vdevice-host-name,salesforce,1.36,2/12/2019 4:25
127737,vdevice-host-name,https,7.18,2/12/2019 4:25
127747,vdevice-host-name,dns,1.18,2/12/2019 4:25
127754,vdevice-host-name,dns,1.12,2/12/2019 4:30
127756,vdevice-host-name,https,5.69,2/12/2019 4:30
127767,vdevice-host-name,new_relic,1.36,2/12/2019 4:30
127780,vdevice-host-name,salesforce,1.35,2/12/2019 4:30
127806,vdevice-host-name,https,6.1,2/12/2019 4:35
127808,vdevice-host-name,dns,0.79,2/12/2019 4:35
127816,vdevice-host-name,salesforce,1.86,2/12/2019 4:35
127829,vdevice-host-name,new_relic,1.36,2/12/2019 4:35
127834,vdevice-host-name,salesforce,1.36,2/12/2019 4:40
127835,vdevice-host-name,https,7.25,2/12/2019 4:40
127849,vdevice-host-name,new_relic,1.34,2/12/2019 4:40
127870,vdevice-host-name,dns,0.81,2/12/2019 4:40
127882,vdevice-host-name,salesforce,3.15,2/12/2019 4:45
127892,vdevice-host-name,new_relic,1.36,2/12/2019 4:45
127897,vdevice-host-name,https,7.35,2/12/2019 4:45
127898,vdevice-host-name,dns,1.5,2/12/2019 4:45
127920,vdevice-host-name,salesforce,0.82,2/12/2019 4:50
127928,vdevice-host-name,https,3.97,2/12/2019 4:50
127929,vdevice-host-name,dns,1.02,2/12/2019 4:50
127940,vdevice-host-name,new_relic,1.43,2/12/2019 4:50
127964,vdevice-host-name,salesforce,1.5,2/12/2019 4:55
127970,vdevice-host-name,new_relic,1.35,2/12/2019 4:55
127977,vdevice-host-name,dns,1.68,2/12/2019 4:55
127979,vdevice-host-name,https,6.48,2/12/2019 4:55
127996,vdevice-host-name,dns,1.11,2/12/2019 5:00
128004,vdevice-host-name,salesforce,1.35,2/12/2019 5:00
128018,vdevice-host-name,new_relic,0.61,2/12/2019 5:00
128025,vdevice-host-name,https,7.12,2/12/2019 5:00
128044,vdevice-host-name,dns,0.77,2/12/2019 5:05
128047,vdevice-host-name,new_relic,1.35,2/12/2019 5:05
128052,vdevice-host-name,https,6.33,2/12/2019 5:05
128061,vdevice-host-name,salesforce,1.36,2/12/2019 5:05
128084,vdevice-host-name,https,6.06,2/12/2019 5:10
128089,vdevice-host-name,salesforce,1.35,2/12/2019 5:10
128090,vdevice-host-name,dns,0.81,2/12/2019 5:10
128099,vdevice-host-name,new_relic,1.36,2/12/2019 5:10
128134,vdevice-host-name,salesforce,1.36,2/12/2019 5:15
128143,vdevice-host-name,new_relic,0.98,2/12/2019 5:15
128149,vdevice-host-name,dns,1.56,2/12/2019 5:15
128151,vdevice-host-name,https,7.06,2/12/2019 5:15
128155,vdevice-host-name,https,183.4,2/12/2019 5:20
128159,vdevice-host-name,salesforce,91.22,2/12/2019 5:20
128174,vdevice-host-name,dns,21.24,2/12/2019 5:20
128190,vdevice-host-name,new_relic,4.39,2/12/2019 5:20
128203,vdevice-host-name,new_relic,1.37,2/12/2019 5:25
128210,vdevice-host-name,salesforce,5.99,2/12/2019 5:25
128222,vdevice-host-name,dns,2.47,2/12/2019 5:25
128232,vdevice-host-name,https,2.98,2/12/2019 5:25
128239,vdevice-host-name,dns,3,2/12/2019 5:40
128241,vdevice-host-name,https,2.91,2/12/2019 5:40
128243,vdevice-host-name,new_relic,1.35,2/12/2019 5:40
128272,vdevice-host-name,salesforce,5.49,2/12/2019 5:40
128305,vdevice-host-name,dns,2.4,2/12/2019 5:45
128314,vdevice-host-name,https,3.43,2/12/2019 5:45
128315,vdevice-host-name,new_relic,1.36,2/12/2019 5:45
128319,vdevice-host-name,salesforce,7.29,2/12/2019 5:45
128334,vdevice-host-name,salesforce,5.56,2/12/2019 5:50
128349,vdevice-host-name,new_relic,0.97,2/12/2019 5:50
128350,vdevice-host-name,https,2.89,2/12/2019 5:50
128367,vdevice-host-name,dns,2.71,2/12/2019 5:50
128383,vdevice-host-name,https,3.42,2/12/2019 5:55
128386,vdevice-host-name,dns,2.68,2/12/2019 5:55
128405,vdevice-host-name,new_relic,1.36,2/12/2019 5:55
128413,vdevice-host-name,salesforce,5.88,2/12/2019 5:55
128422,vdevice-host-name,dns,2.7,2/12/2019 6:00
128425,vdevice-host-name,new_relic,1.35,2/12/2019 6:00
128430,vdevice-host-name,https,3.42,2/12/2019 6:00
128462,vdevice-host-name,salesforce,5.66,2/12/2019 6:00
128481,vdevice-host-name,dns,2.79,2/12/2019 6:05
128482,vdevice-host-name,salesforce,5.91,2/12/2019 6:05
128489,vdevice-host-name,https,2.88,2/12/2019 6:05
128492,vdevice-host-name,new_relic,1.35,2/12/2019 6:05
128518,vdevice-host-name,new_relic,1.36,2/12/2019 6:10
128547,vdevice-host-name,dns,3.17,2/12/2019 6:10
128549,vdevice-host-name,https,2.87,2/12/2019 6:10
128551,vdevice-host-name,salesforce,7.53,2/12/2019 6:10
128553,vdevice-host-name,dns,2.36,2/12/2019 6:15
128578,vdevice-host-name,new_relic,1.35,2/12/2019 6:15
128582,vdevice-host-name,https,3.58,2/12/2019 6:15
128583,vdevice-host-name,salesforce,5.49,2/12/2019 6:15
128608,vdevice-host-name,dns,3.83,2/12/2019 6:20
128609,vdevice-host-name,salesforce,6.93,2/12/2019 6:20
128616,vdevice-host-name,https,3.42,2/12/2019 6:20
128640,vdevice-host-name,new_relic,1.35,2/12/2019 6:20
128645,vdevice-host-name,new_relic,1.35,2/12/2019 6:25
128651,vdevice-host-name,https,2.39,2/12/2019 6:25
128664,vdevice-host-name,dns,2.47,2/12/2019 6:25
128683,vdevice-host-name,salesforce,5.73,2/12/2019 6:25
128703,vdevice-host-name,dns,2.86,2/12/2019 6:30
128706,vdevice-host-name,new_relic,1.35,2/12/2019 6:30
128719,vdevice-host-name,https,3.85,2/12/2019 6:30
128729,vdevice-host-name,salesforce,6.1,2/12/2019 6:30
128742,vdevice-host-name,new_relic,0.99,2/12/2019 6:35
128748,vdevice-host-name,https,2.91,2/12/2019 6:35
128750,vdevice-host-name,dns,2.62,2/12/2019 6:35
128774,vdevice-host-name,salesforce,5.97,2/12/2019 6:35
128784,vdevice-host-name,salesforce,5.96,2/12/2019 6:40
128788,vdevice-host-name,https,2.88,2/12/2019 6:40
128802,vdevice-host-name,dns,2.95,2/12/2019 6:40
128810,vdevice-host-name,new_relic,1.35,2/12/2019 6:40
128844,vdevice-host-name,salesforce,9.56,2/12/2019 6:45
128850,vdevice-host-name,dns,2.83,2/12/2019 6:45
128858,vdevice-host-name,new_relic,0.99,2/12/2019 6:45
128866,vdevice-host-name,https,3.4,2/12/2019 6:45
128871,vdevice-host-name,https,2.88,2/12/2019 6:50
128873,vdevice-host-name,salesforce,9.57,2/12/2019 6:50
128884,vdevice-host-name,dns,2.69,2/12/2019 6:50
128900,vdevice-host-name,new_relic,1.35,2/12/2019 6:50
128913,vdevice-host-name,dns,3.08,2/12/2019 6:55
128925,vdevice-host-name,new_relic,1.34,2/12/2019 6:55
128928,vdevice-host-name,salesforce,7.73,2/12/2019 6:55
128940,vdevice-host-name,https,2.97,2/12/2019 6:55
128970,vdevice-host-name,https,3.41,2/12/2019 7:00
128979,vdevice-host-name,dns,3,2/12/2019 7:00
128995,vdevice-host-name,new_relic,1.36,2/12/2019 7:00
128996,vdevice-host-name,salesforce,7.09,2/12/2019 7:00
129008,vdevice-host-name,https,3.51,2/12/2019 7:05
129017,vdevice-host-name,dns,2.68,2/12/2019 7:05
129043,vdevice-host-name,salesforce,7.38,2/12/2019 7:05
129045,vdevice-host-name,new_relic,1.35,2/12/2019 7:05
129050,vdevice-host-name,new_relic,1.36,2/12/2019 7:10
129065,vdevice-host-name,https,2.7,2/12/2019 7:10
129076,vdevice-host-name,dns,3.09,2/12/2019 7:10
129079,vdevice-host-name,salesforce,7.88,2/12/2019 7:10
129105,vdevice-host-name,new_relic,1.35,2/12/2019 7:15
129115,vdevice-host-name,salesforce,7.77,2/12/2019 7:15
129125,vdevice-host-name,dns,3.19,2/12/2019 7:15
129130,vdevice-host-name,https,4.24,2/12/2019 7:15
129146,vdevice-host-name,https,2.88,2/12/2019 7:20
129157,vdevice-host-name,dns,3.3,2/12/2019 7:20
129165,vdevice-host-name,salesforce,8.13,2/12/2019 7:20
129173,vdevice-host-name,new_relic,1.36,2/12/2019 7:20
129193,vdevice-host-name,salesforce,8.82,2/12/2019 7:25
129195,vdevice-host-name,new_relic,1.36,2/12/2019 7:25
129199,vdevice-host-name,https,2.87,2/12/2019 7:25
129222,vdevice-host-name,dns,3.5,2/12/2019 7:25
129235,vdevice-host-name,dns,2.54,2/12/2019 7:30
129249,vdevice-host-name,salesforce,8,2/12/2019 7:30
129262,vdevice-host-name,https,3.45,2/12/2019 7:30
129263,vdevice-host-name,new_relic,1.35,2/12/2019 7:30
129275,vdevice-host-name,https,2.87,2/12/2019 7:35
129289,vdevice-host-name,salesforce,8.78,2/12/2019 7:35
129292,vdevice-host-name,dns,3.82,2/12/2019 7:35
129296,vdevice-host-name,new_relic,1.36,2/12/2019 7:35
129325,vdevice-host-name,new_relic,0.98,2/12/2019 7:40
129329,vdevice-host-name,salesforce,8.25,2/12/2019 7:40
129343,vdevice-host-name,https,2.87,2/12/2019 7:40
129347,vdevice-host-name,dns,3.28,2/12/2019 7:40
129374,vdevice-host-name,new_relic,1.36,2/12/2019 7:45
129378,vdevice-host-name,salesforce,8.89,2/12/2019 7:45
129397,vdevice-host-name,https,2.88,2/12/2019 7:45
129399,vdevice-host-name,dns,3.13,2/12/2019 7:45
129415,vdevice-host-name,salesforce,9.05,2/12/2019 7:50
129416,vdevice-host-name,dns,3.04,2/12/2019 7:50
129425,vdevice-host-name,https,3.43,2/12/2019 7:50
129431,vdevice-host-name,new_relic,1.35,2/12/2019 7:50
129454,vdevice-host-name,new_relic,0.98,2/12/2019 7:55
129460,vdevice-host-name,dns,3.26,2/12/2019 7:55
129461,vdevice-host-name,salesforce,7.28,2/12/2019 7:55
129475,vdevice-host-name,https,3.42,2/12/2019 7:55
129501,vdevice-host-name,new_relic,0.61,2/12/2019 8:00
129525,vdevice-host-name,dns,3.22,2/12/2019 8:00
129533,vdevice-host-name,salesforce,7.68,2/12/2019 8:00
129537,vdevice-host-name,https,2.94,2/12/2019 8:00
129558,vdevice-host-name,new_relic,1.36,2/12/2019 8:05
129562,vdevice-host-name,salesforce,8.71,2/12/2019 8:05
129566,vdevice-host-name,dns,2.97,2/12/2019 8:05
129576,vdevice-host-name,https,3.43,2/12/2019 8:05
129591,vdevice-host-name,dns,3.44,2/12/2019 8:10
129626,vdevice-host-name,new_relic,0.97,2/12/2019 8:10
129629,vdevice-host-name,https,3.43,2/12/2019 8:10
129630,vdevice-host-name,salesforce,7.91,2/12/2019 8:10
129651,vdevice-host-name,salesforce,9.01,2/12/2019 8:15
129652,vdevice-host-name,dns,3.4,2/12/2019 8:15
129655,vdevice-host-name,new_relic,1.36,2/12/2019 8:15
129658,vdevice-host-name,https,2.88,2/12/2019 8:15
129683,vdevice-host-name,dns,3.88,2/12/2019 8:20
129702,vdevice-host-name,https,3.41,2/12/2019 8:20
129711,vdevice-host-name,salesforce,8.04,2/12/2019 8:20
129716,vdevice-host-name,new_relic,1.36,2/12/2019 8:20
129740,vdevice-host-name,https,2.96,2/12/2019 8:25
129757,vdevice-host-name,salesforce,9.48,2/12/2019 8:25
129764,vdevice-host-name,new_relic,1.43,2/12/2019 8:25
129767,vdevice-host-name,dns,3.71,2/12/2019 8:25
129770,vdevice-host-name,salesforce,8.97,2/12/2019 8:30
129786,vdevice-host-name,dns,3.53,2/12/2019 8:30
129794,vdevice-host-name,new_relic,1.35,2/12/2019 8:30
129812,vdevice-host-name,https,3.34,2/12/2019 8:30
129816,vdevice-host-name,https,3.45,2/12/2019 8:35
129827,vdevice-host-name,salesforce,7.64,2/12/2019 8:35
129847,vdevice-host-name,new_relic,1.37,2/12/2019 8:35
129849,vdevice-host-name,dns,2.94,2/12/2019 8:35
129886,vdevice-host-name,https,3.19,2/12/2019 8:40
129887,vdevice-host-name,dns,3.71,2/12/2019 8:40
129890,vdevice-host-name,new_relic,0.99,2/12/2019 8:40
129898,vdevice-host-name,salesforce,8.88,2/12/2019 8:40
129914,vdevice-host-name,https,2.88,2/12/2019 8:45
129929,vdevice-host-name,new_relic,1.35,2/12/2019 8:45
129942,vdevice-host-name,dns,3.47,2/12/2019 8:45
129946,vdevice-host-name,salesforce,7.46,2/12/2019 8:45
129957,vdevice-host-name,https,3.4,2/12/2019 8:50
129959,vdevice-host-name,new_relic,1.36,2/12/2019 8:50
129964,vdevice-host-name,dns,3.73,2/12/2019 8:50
129982,vdevice-host-name,salesforce,7.57,2/12/2019 8:50
129994,vdevice-host-name,new_relic,0.97,2/12/2019 8:55
130009,vdevice-host-name,dns,3.08,2/12/2019 8:55
130015,vdevice-host-name,salesforce,8.33,2/12/2019 8:55
130023,vdevice-host-name,https,2.86,2/12/2019 8:55
130038,vdevice-host-name,salesforce,8.68,2/12/2019 9:00
130047,vdevice-host-name,new_relic,0.56,2/12/2019 9:00
130064,vdevice-host-name,https,2.88,2/12/2019 9:00
130070,vdevice-host-name,dns,4.46,2/12/2019 9:00
130087,vdevice-host-name,salesforce,7.12,2/12/2019 9:05
130100,vdevice-host-name,https,2.97,2/12/2019 9:05
130106,vdevice-host-name,dns,3.06,2/12/2019 9:05
130127,vdevice-host-name,new_relic,1.36,2/12/2019 9:05
130147,vdevice-host-name,https,2.87,2/12/2019 9:10
130153,vdevice-host-name,dns,3.72,2/12/2019 9:10
130162,vdevice-host-name,new_relic,2.15,2/12/2019 9:10
130165,vdevice-host-name,salesforce,8.45,2/12/2019 9:10
130197,vdevice-host-name,salesforce,8.28,2/12/2019 9:15
130199,vdevice-host-name,https,3.4,2/12/2019 9:15
130205,vdevice-host-name,new_relic,1.35,2/12/2019 9:15
130212,vdevice-host-name,dns,3.68,2/12/2019 9:15
130220,vdevice-host-name,new_relic,0.56,2/12/2019 9:20
130235,vdevice-host-name,dns,3.99,2/12/2019 9:20
130236,vdevice-host-name,https,3.33,2/12/2019 9:20
130261,vdevice-host-name,salesforce,8.17,2/12/2019 9:20
130283,vdevice-host-name,salesforce,7.84,2/12/2019 9:25
130284,vdevice-host-name,new_relic,1.36,2/12/2019 9:25
130298,vdevice-host-name,dns,3.73,2/12/2019 9:25
130301,vdevice-host-name,https,2.96,2/12/2019 9:25
130308,vdevice-host-name,new_relic,1.35,2/12/2019 9:30
130319,vdevice-host-name,salesforce,9.11,2/12/2019 9:30
130321,vdevice-host-name,https,2.85,2/12/2019 9:30
130322,vdevice-host-name,dns,3.1,2/12/2019 9:30
130368,vdevice-host-name,salesforce,9.97,2/12/2019 9:35
130378,vdevice-host-name,https,2.29,2/12/2019 9:35
130382,vdevice-host-name,new_relic,2.15,2/12/2019 9:35
130383,vdevice-host-name,dns,3.59,2/12/2019 9:35
130408,vdevice-host-name,dns,3.02,2/12/2019 9:40
130411,vdevice-host-name,https,3.38,2/12/2019 9:40
130436,vdevice-host-name,new_relic,1.35,2/12/2019 9:40
130442,vdevice-host-name,salesforce,8.7,2/12/2019 9:40
130453,vdevice-host-name,dns,3.3,2/12/2019 9:45
130468,vdevice-host-name,new_relic,0.56,2/12/2019 9:45
130478,vdevice-host-name,https,3.38,2/12/2019 9:45
130487,vdevice-host-name,salesforce,8.89,2/12/2019 9:45
130488,vdevice-host-name,new_relic,1.36,2/12/2019 9:50
130521,vdevice-host-name,https,2.85,2/12/2019 9:50
130522,vdevice-host-name,salesforce,7.71,2/12/2019 9:50
130523,vdevice-host-name,dns,3.17,2/12/2019 9:50
130535,vdevice-host-name,new_relic,1.36,2/12/2019 9:55
130537,vdevice-host-name,dns,3.75,2/12/2019 9:55
130563,vdevice-host-name,salesforce,7.95,2/12/2019 9:55
130567,vdevice-host-name,https,3.39,2/12/2019 9:55
130595,vdevice-host-name,dns,2.47,2/12/2019 10:00
130601,vdevice-host-name,https,2.62,2/12/2019 10:00
130606,vdevice-host-name,salesforce,8.66,2/12/2019 10:00
130607,vdevice-host-name,new_relic,2.15,2/12/2019 10:00
130627,vdevice-host-name,salesforce,9.78,2/12/2019 10:05
130630,vdevice-host-name,https,3.39,2/12/2019 10:05
130641,vdevice-host-name,dns,2.84,2/12/2019 10:05
130663,vdevice-host-name,new_relic,0.56,2/12/2019 10:05
130678,vdevice-host-name,https,2.85,2/12/2019 10:10
130688,vdevice-host-name,new_relic,1.36,2/12/2019 10:10
130692,vdevice-host-name,salesforce,8.24,2/12/2019 10:10
130710,vdevice-host-name,dns,2.84,2/12/2019 10:10
130721,vdevice-host-name,dns,2.6,2/12/2019 10:15
130726,vdevice-host-name,salesforce,7.14,2/12/2019 10:15
130745,vdevice-host-name,https,3.44,2/12/2019 10:15
130747,vdevice-host-name,new_relic,1.35,2/12/2019 10:15
130760,vdevice-host-name,dns,3.08,2/12/2019 10:20
130764,vdevice-host-name,new_relic,1.35,2/12/2019 10:20
130788,vdevice-host-name,https,3.4,2/12/2019 10:20
130799,vdevice-host-name,salesforce,7.39,2/12/2019 10:20
130804,vdevice-host-name,new_relic,1.35,2/12/2019 10:25
130813,vdevice-host-name,salesforce,8.69,2/12/2019 10:25
130824,vdevice-host-name,https,2.86,2/12/2019 10:25
130840,vdevice-host-name,dns,3.35,2/12/2019 10:25
130854,vdevice-host-name,dns,2.97,2/12/2019 10:30
130855,vdevice-host-name,https,3.42,2/12/2019 10:30
130875,vdevice-host-name,salesforce,7.69,2/12/2019 10:30
130891,vdevice-host-name,new_relic,1.36,2/12/2019 10:30
130901,vdevice-host-name,new_relic,1.35,2/12/2019 10:35
130924,vdevice-host-name,dns,2.61,2/12/2019 10:35
130934,vdevice-host-name,salesforce,8.28,2/12/2019 10:35
130935,vdevice-host-name,https,3.43,2/12/2019 10:35
130941,vdevice-host-name,salesforce,7.56,2/12/2019 10:40
130948,vdevice-host-name,dns,2.73,2/12/2019 10:40
130969,vdevice-host-name,https,2.9,2/12/2019 10:40
130972,vdevice-host-name,new_relic,1.36,2/12/2019 10:40
130983,vdevice-host-name,dns,2.78,2/12/2019 10:45
130991,vdevice-host-name,new_relic,1.36,2/12/2019 10:45
131006,vdevice-host-name,salesforce,8.47,2/12/2019 10:45
131008,vdevice-host-name,https,2.87,2/12/2019 10:45
131030,vdevice-host-name,salesforce,9.67,2/12/2019 10:50
131036,vdevice-host-name,new_relic,1.35,2/12/2019 10:50
131044,vdevice-host-name,dns,2.93,2/12/2019 10:50
131067,vdevice-host-name,https,2.86,2/12/2019 10:50
131081,vdevice-host-name,https,3.37,2/12/2019 10:55
131086,vdevice-host-name,salesforce,7.82,2/12/2019 10:55
131095,vdevice-host-name,new_relic,1.35,2/12/2019 10:55
131111,vdevice-host-name,dns,2.89,2/12/2019 10:55
131125,vdevice-host-name,new_relic,1.36,2/12/2019 11:00
131139,vdevice-host-name,salesforce,7.85,2/12/2019 11:00
131147,vdevice-host-name,https,2.85,2/12/2019 11:00
131158,vdevice-host-name,dns,3.17,2/12/2019 11:00
131176,vdevice-host-name,new_relic,1.36,2/12/2019 11:05
131181,vdevice-host-name,https,2.84,2/12/2019 11:05
131191,vdevice-host-name,salesforce,8.39,2/12/2019 11:05
131192,vdevice-host-name,dns,2.55,2/12/2019 11:05
131211,vdevice-host-name,https,2.84,2/12/2019 11:10
131218,vdevice-host-name,new_relic,1.35,2/12/2019 11:10
131246,vdevice-host-name,dns,3.17,2/12/2019 11:10
131247,vdevice-host-name,salesforce,7.7,2/12/2019 11:10
131264,vdevice-host-name,dns,2.75,2/12/2019 11:15
131282,vdevice-host-name,salesforce,7.64,2/12/2019 11:15
