Real Utilization
472.125
556.875
721.25
710.625
463.0
912.625
670.0
585.5
772.375
813.625
461.0
919.625
512.625
410.5
620.625
905.125
428.0
922.375
681.75
507.75
657.625
712.625
523.25
864.875
567.125
521.25
805.375
802.125
473.5
1117.5
712.0
586.0
824.875
827.125
513.5
603.625
1096.625
408.5
1143.625
802.125
480.5
1006.625
658.5
441.5
771.125
788.125
482.5
939.375
603.875
484.5
784.125
776.375
574.0
1076.375
591.5
553.25
862.125
759.625
607.75
983.375
443.875
660.0
710.875
750.875
611.5
905.375
574.25
630.0
853.125
789.875
625.5
886.375
642.375
537.5
640.125
715.875
917.25
971.375
706.75
663.0
648.25
724.25
1094.75
925.25
543.75
332.5
692.0
661.0
493.75
881.25
565.875
547.75
778.25
637.5
691.125
965.75
573.75
528.25
696.5
791.25
596.25
870.25
665.125
417.25
810.5
687.75
508.75
889.75
589.25
471.75
735.5
649.25
436.75
986.5
603.875
417.25
821.5
678.5
442.5
918.75
494.0
462.0
683.0
676.5
438.75
932.5
641.875
469.75
721.75
764.75
454.25
988.5
480.5
399.75
797.75
689.125
484.125
924.25
575.75
496.125
745.5
759.875
484.125
981.0
449.125
519.125
721.25
727.125
530.625
934.0
644.75
561.875
653.25
650.875
526.875
914.5
464.875
577.375
707.75
877.875
596.875
827.0
536.75
542.375
725.25
1079.75
507.375
880.25
460.875
542.375
686.25
624.375
524.375
974.0
571.75
484.125
725.0
645.375
497.25
880.125
445.375
477.75
682.875
610.375
477.75
929.625
439.375
576.375
860.875
707.75
685.125
862.875
570.625
284.5
967.375
356.0
575.875
948.125
486.125
538.875
687.875
695.625
498.75
861.5
397.375
527.125
720.5
551.625
507.625
847.25
508.25
531.625
699.0
600.875
538.875
950.25
377.875
464.875
704.75
630.375
534.875
867.0
488.75
628.375
665.75
636.375
499.875
825.75
479.125
552.375
642.5
692.625
517.375
833.75
619.0
626.375
623.0
689.375
529.125
760.75
512.125
534.625
650.25
697.375
771.375
1319.5
547.25
619.875
662.0
581.875
507.625
821.75
436.375
404.875
787.0
690.875
376.625
1005.75
611.5
413.625
839.5
671.375
431.125
972.25
471.375
501.125
752.0
616.875
485.625
1050.25
517.375
614.0
809.5
700.0
457.0
1153.25
484.5
568.375
808.5
682.5
721.0
994.75
587.375
546.5
746.25
775.75
600.0
1006.0
525.25
531.0
799.25
736.75
563.0
1056.5
652.625
455.0
839.75
596.75
493.0
972.5
465.0
479.5
753.0
747.75
454.375
1020.625
713.125
487.375
731.625
740.5
417.375
951.375
628.0
498.375
752.875
707.5
553.625
1117.75
775.875
483.625
757.875
832.0
466.125
968.125
649.5
520.625
1336.625
812.5
483.625
1064.25
653.125
612.125
807.625
653.0
600.125
934.375
554.0
602.375
714.125
771.5
473.875
969.125
594.875
512.875
729.625
810.5
493.375
1023.875
518.75
458.375
740.375
760.0
528.375
990.875
575.375
619.875
786.125
708.75
542.625
1018.875
434.75
632.125
751.125
710.25
527.125
966.875
563.125
616.625
821.125
634.75
1347.625
979.875
543.75
577.625
712.125
671.75
668.125
1028.875
510.625
575.625
694.625
634.75
821.75
829.375
508.75
562.125
725.625
697.25
612.625
829.375
656.625
523.125
857.125
631.0
482.375
945.375
477.75
450.625
887.625
696.75
435.125
854.125
646.875
502.375
728.125
598.75
463.375
1017.375
469.0
515.875
747.625
430.0
608.875
1024.875
678.875
543.125
806.125
610.5
601.375
974.375
484.5
513.875
761.375
536.75
711.875
991.125
486.125
517.875
796.375
464.75
647.875
902.125
414.25
502.375
891.375
410.25
628.375
1054.625
515.375
595.625
833.375
352.0
782.125
936.75
432.375
562.625
709.75
481.625
721.625
891.5
625.5
521.875
753.5
1024.0
682.875
1042.75
534.125
554.875
750.5
462.125
668.875
854.25
931.5
1415.875
651.25
541.875
693.375
854.0
543.875
591.875
799.25
596.375
656.625
842.0
642.375
508.75
594.75
459.75
753.0
827.0
475.25
551.5
629.75
683.75
679.0
854.5
612.375
508.5
633.75
636.75
673.75
898.75
533.75
450.25
614.25
502.5
729.75
795.5
628.875
543.75
631.75
502.5
689.25
737.0
384.0
441.5
923.125
499.5
733.5
847.75
552.375
577.625
668.375
445.5
688.125
1011.625
428.0
632.125
738.375
498.0
692.125
846.125
645.875
593.125
648.875
428.0
690.125
904.625
410.5
497.875
763.625
408.5
666.875
946.875
554.375
523.375
672.125
517.5
629.875
970.875
391.0
499.875
765.625
465.0
680.375
950.875
591.375
460.875
759.875
414.25
631.125
938.375
484.25
466.125
898.625
538.75
603.875
926.375
575.625
385.375
882.125
488.25
611.625
1012.375
515.5
438.875
846.125
484.5
654.375
914.0
679.5
454.375
765.75
453.875
599.875
1006.5
451.875
436.875
750.25
471.375
752.875
